	Batf	Irf4	Maf	Stat3	Rorc	Fosl2	Nfe2l2	Hif1a	Ikzf3	Etv6	Kdm6b	Jmjd6	Id2	Ski	Lef1	Atf6	Trib3	Sirt2	Prkrir	Satb1	Nfatc2	Crem	Ddit3	Aes	Inhba	Zfp36l2	Egr2	Bcl11b
Drap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925588383436	0	0	0	0	0	0	0	0	0	0	0	0
Drg2	0	0	0	0	0	0	0	0	-0.878074103594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drosha	-0.906075320126	0	0	0	0	0	0	0	-0.902294631527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853454102433	0	0	0	0	0	0	0	0	0	0	0
Dst	0.967536129563	0	0.963941469463	0.996448389721	-0.981814940275	0.945137307406	0	0	0.855537713796	0	0.867161165617	0	0	0	0	0	0	0	0.925390354257	0.984540809078	0	0	0	0.958775490876	0	0	0	0
Dstn	0	0	-0.960772078487	0	-0.973561398173	-0.974368923893	0	0	-0.922325464327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.961165354
Dtwd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.898389506175	0	0	0	0	0	0	0	0	0	0	0	0
Dtx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.972738141432	0	0	0	0	0	0	0	0	0	0
Dtx3	0	0	0	0	0	0	0	0	0	0	0.924146214414	0	0	0	0.926862658154	0	0.930379828576	0	0	0.949468119455	0	0	0	0	0	0	0	0
Dtx3l	0	0	0	0	-0.968317724665	0	0	0.976744486394	0.851706279677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.949073442891	-0.964998479335
Dtymk	-0.897937138842	0	0	0	0	0	0	0	-0.923201157803	0	0	0	0	0	0	0.910262646961	0	0	0	0	0	0	0	0	0	0	0	0
Dus1l	0	0	0	0	0	0	0	0	-0.927951926001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus2l	0	0	0	0	0	0	0	0	-0.967253258943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus3l	0	0	0	0	0	0	0	0	-0.909447002192	-0.976099336151	0	0	0	0	0	0	0	-0.972722410412	0	0	0	0	0	0	0	0	0	-0.943494174279
Dusp1	0	0	0	0	0	0	0	0	0.880442035568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp10	0	0	0	0.963304332104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.952235378016	0	0	0	0	0
Dusp11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867694983404	0	0	0	0	0	0	0	0	0	0	0
Dusp12	0	0	0	0	0	0	0	0	-0.962350424213	0	0.96287813887	0.898436860979	-0.966188793221	0	0	0	0	0.913172814899	0.978457869292	0	0	0	0	0	0	0	0	0
Dusp14	-0.975674598597	0	-0.987813702768	0	0	-0.99729426447	0	0	0	0.972637533417	0	0	-0.911680807106	0	0	0	0	0	-0.954920138852	0	0	0	0	0	-0.930353528468	0	0	0
Dusp16	-0.973241534089	0.957419421496	0	0.964793855929	0	0	0	0	0	0	0.963502361283	0.873205360564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966946347007	0
Dusp2	-0.988096861137	-0.981772990886	-0.966183549547	0	0	-0.97527607941	0	0	-0.978107663104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881836849786
Dusp22	0	-0.98747286399	0	0	0	0.893042718338	0	0.925980136812	0.881010293212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp3	0.99005549122	0.901768917168	-0.985663796629	0.987984794803	0	-0.98639791092	0	0	0	0	0.926656019011	0	-0.982071880276	0	0	-0.906195924617	-0.872070097427	0	0	0	-0.924879133326	0	0	0	-0.973907480625	0.939635540211	0.948189539754	0
Dusp4	0	0	0	0	0	-0.985260033769	0	0	0	0	0.903081936725	0.859825476023	0	-0.96766750915	0	-0.947631432676	0	0	0	0	0	0	0	0	0	0	0	-0.906243117679
Dusp5	0	0	0	-0.889610185311	0	0	0	0.897614609387	0.975242047622	0	0	0	0	0	0	0	0	0	0	0	-0.983540108859	0	0	0	0	-0.916966430002	0	0
Dusp6	-0.951496020052	-0.992994452193	0	0.865391817951	-0.992685075456	0	0	0	-0.97998489822	-0.964038887083	0	0	0	0	0	0	0	0	0	0.97110495977	0	0	0	0	-0.963603662182	0	0	0
Dusp7	0	0	0	0	0	0	0	0	0	-0.97177854918	0	0	0	0	0.910882564392	0	0	0	0	0	0	0	0	0	0	0	0	0
Dut	0	0	0	0	0	0	0	0	-0.914916153661	0	0	-0.95443772089	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.922141935755	-0.963042589116	0
Dvl1	0	0	0	0	0	0	0	0	0	-0.95515610416	0	0	0	-0.974950971653	0.972129545523	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl2	0	0	0	0	0	0	0	0	0	-0.92842910029	0	0	0	0	0.929527442109	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl3	0	0	0	0	0	0	0	0	0	0	0.935399437769	0	0	0	0.938369875457	0	0	0	0	0	0	0	0	0	0	-0.942408733863	0	0
Dynll1	0	0	0	0	0	-0.920584564723	0	0.893460301607	0	0	0	0	0	0	0	0.969680010676	0.892694014783	0.961827723224	0	0	0.960566363452	0	0	0	0	0	0	0
Dynll2	0	0.954143330076	0	0	0	0	0	0	0	0	0.932067381581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlrb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972168290362	0.975069848335	0.927908768818	0	0	0.950574499869	0	0	0	0	0	0	0
Dynlt1a	0	0	0	0	0	0	0	0	-0.914549096515	0	0	0	0	0	0	0	0	0	0	0	0.919130910202	0	0	0	0	0	0	0
Dynlt3	0	0.870097163447	-0.945743710214	0	-0.88466015752	0	0	0	0	0	0	0	0	0	0	0	0.866317389114	0	0	0	0.936415413558	0	0	0	0	0	0	0
Dyrk1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.958276112946	0	0	0	0	0	0	0	0	0	0	0
Dyrk1b	0	0	0	0	0	0.949442289562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk2	0	0	0	0	0	0	0	0	0	-0.98517089132	0	0	0	-0.953121558839	0.934676200767	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk3	-0.936588256269	0	0	0	0	0	0	0	-0.907255146666	0	0	0	0	0	0	0	0	0	-0.892452256353	0	0	0	0	0	0	0	0	0
Dyx1c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89028137552	0	0	0	0	0
Dzip3	0	0	-0.96086646461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130012a19rik	0	0	0	0	0	-0.945575912661	0	0.940729005678	0	-0.985018824788	0	0	0	-0.996685998343	0.980192777101	0	0.858508151484	0	0	0	0	0.986030332904	0	0.982332353232	0	0	0	0
E130201h02rik	0	0	0	0	-0.919273646346	0	0	0	0	0	0.964828295787	0.91231612345	0	0	0.853144143718	0	-0.919588266756	0	0	0	0	0.978543968935	0	0	0	0	0	0
E130303b06rik	0	0	0	0	0	0	0	0.939911059069	0	-0.914591045903	0.961048521454	0	0	-0.943478443258	0	0	0	0	0	0	0.914051031258	0.972112325594	0	0.975896404909	0	0.913771207418	0.881277202106	0.892138672085
E130306d19rik	0	0.956102096957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130308a19rik	0	0.943940522367	0	0	0	0	0	0	0	0	0.946786115572	0	0	0	0.938697054101	0	0.886563720193	0	0	0	0	0	0	0	0	0	0	0
E130309d02rik	0	0	0	0	0	0	0	0	-0.94152255304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130311k13rik	0	0	0	0	-0.935539521567	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.885546338343	0	0.88955137781	0	0	-0.877513030529	-0.872547271717	0	0	0
E2f1	0	0	0	0	0	0	0	0.874501160193	0	0	0	0	0	0	0.957617450676	0	0.960544838542	0	0	0.951203027263	0	0	0	0	0	0	0	0
E2f2	-0.936651180351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f3	0	0	0	0	0	-0.874859731734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f4	0	0	0	0	0	0	0	0	0	0	0.947909715914	0	0	0	0.871250898665	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f5	0	0	0	0	0	0	0	0	-0.886841525699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f7	-0.947909347372	0	0	0	0	0	0.968039812475	0	-0.932367099095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.923882835359	-0.965486140971	-0.933368640735
E2f8	-0.959718100112	0	0	0	0	-0.874775832958	0	0	-0.898671253133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330009j07rik	0.967303660526	0.867888707601	-0.941276100385	0.948025950432	0	0	0	0.994993305753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330016a19rik	0	0	0.917137703464	0	0	0	0.962137681939	0	0	-0.91788931654	-0.91430264386	0	0	0	0	0.910714670088	0	0	0	0	0	0	0	0	0	-0.951742472707	0	-0.985045043155
E430018j23rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883636332327	0	0	0	0	0	0	0	0	0	0	0
E4f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94902624983	0	0	0	0	0	0	0	0	0	0
Eaf1	0	0	0	0	0	0	0	0	-0.94392939918	0	0.917869550431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ears2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867225740349	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebag9	0	0	0	0	0	0	0	0	0	0	0	-0.882342453829	0.885362630172	0.87729078863	0	0.858323037251	0.959838821468	0	0	0	0	0	0	0	0	0	0	0
Ebf1	0	0	0	0	-0.949078686565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebi3	0.944930668262	0.991148956688	-0.966110138118	0	0.896099255669	0	0	0	0	0	0	0.918433503093	-0.967887743438	0	0	0	-0.892190072677	0	-0.971380029994	-0.876380397051	0	0	-0.991421350141	0	-0.953535809046	0	0	0
Ebna1bp2	0	0	0	0	0	0	0	0	-0.959267144191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebp	-0.941999727329	0	0	0	0	0	0	0	-0.870255786394	0	0	0	0	0	0	0.883154174326	0	0	0	0	0	0	0	0	0	0	0	0
Ece1	0	0	0	0	0	-0.998353486519	0	0	-0.912692836093	0	0.972288829863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ece2	0	0	0	0	0.903787953799	0	0	0	-0.934233846864	0	0	0	0	0	0	0.918773596683	0	0	0	0	0	0	0	0	0	0	0	0
Ech1	0	0	-0.91519931203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echdc1	0	0	0	0	0	0	0	0.930293728932	0	0	0	0	0	0	0	0	0	0	0	0	0.850221060834	0	0	0	0	0	0	0
Echdc2	0	0	0	0	0	0	0	0	0	0.864337097323	0	0.955723258527	-0.964736295659	0	0.967962322796	0	0	0	0	0	0	0	0	0	0	0	0	0
Echs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94672427716	0	0	0	0	0	0	0	0	0
Ecm1	0.99331005773	-0.956099965392	0	0	-0.993634180361	0.947332848305	0	0.943738188205	0	0	0	0	0	0	0.974996663639	0.979689094189	0	0	0.987304607622	0	0.971565592861	0	0	0	0	0	0	0
Ecsit	0	0	0	0	0	0	0	0.871349913255	0	0	0	0	0	0	0.894196453556	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem1	0.890761077795	0.970132033803	-0.972701435718	0	0	0	0	0	0	0	0	0	0	0	0	0	0.868202971299	0	0	0	0	0	0	0	0	0	0	0
Edem2	0	0	0	0	0	0.923797510859	0	0.854969456152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edf1	0	0	0	0	0	0	0	0.860966296295	0	0	0	0	0	0	0	0.956278601225	0.922518931159	0	0	0	0	0	0	0	0	0	0	0
Eea1	0	0	0	0	0	-0.888828877959	0	0	-0.896028441685	0	0.963863979784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1d	0	0	0	0	0	-0.889846150619	0	0	-0.933221817877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1e1	0	0	0	0	0	-0.92380942393	0	0	-0.929299550093	0	0	0	0	0	0	0.935649126734	0	0	0	0	0	0	0	0	0	0	0	0
Eef2k	0	0	0	0	0	0	0	0	0	0	0.905781160537	0	0	-0.88235818485	0.957763820069	0	0	0	0	0.937233360168	0	0.972555738756	0	0.917964260038	0	0	0	0.883369423434
Eefsec	0	0	0	0	0	0	0	0	0	0	0.977519383182	0.926423549974	0	0	0.951861689533	0	0	0	0	0	0	0	0	0.965710817129	0	0	0	0
Efcab7	0	0	0	0	0	0	0.903727684049	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947208003823	-0.977252944323	-0.964358751167	-0.962371398907	-0.989239981962	-0.871231109666	-0.947353517981	0
Efemp2	0.967815953403	0.898454080908	-0.933997881556	0.980403721227	-0.947280106551	0	0	0.964229903267	0	0	0.909044337011	0	0	0	0	0	0.882766725932	0	0	0	0	0	0	0	0	0	0	0
Efha2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882529951913	0	0	0	0	0	0	0	0	0	0	0
Efhd2	-0.980414879448	0	0	0	0	-0.931711639906	0	0	0	0	0.931740202937	0	0	0	0.929936415414	0	0	0	0	0	0	0	0	0	0	0	0	0
Efr3a	0	0	-0.956802617642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970183693589	0	0	0	0	0	0	0	0	0	0	-0.978002789634
Eftud2	0	0	0	0	0	-0.926347361908	0	0	-0.89648464128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfl7	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.899274275587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfr	-0.993251392195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln1	0	0.893722905519	0	0.977919746523	0	0	0	0.998583660871	0	0	0.875564490785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln2	0	0	0	0	0	0	0	0	0	0	0.922781535071	0	0	-0.983000010487	0.969481981497	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln3	0	0.994877071235	0.973933333046	0.99606524631	-0.970399463048	0.996775568365	0	0.999164833462	0.907434273685	0	0.979275815902	0	0	0	0	0	0	0	0	0.982836036145	0	0.984738838258	0	0	0	0	0	0.998325361941
Egr1	-0.896190995564	-0.982098098644	-0.930636686837	0	0	-0.994389269347	0	0	-0.976225184315	0	0.899706830715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr2	0	0	-0.990535169318	0.8945236322	0.955008631489	-0.997005862427	0	0	-0.9891927889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr3	-0.995354105272	-0.991311232997	-0.978527156985	0	0.938520549832	-0.992297043617	-0.954642224157	0	-0.961191572368	0	0	0	0	0	0.907658132757	0	0	0	0	0	0.987812595517	0	0	0	0	0	-0.926772099462	-0.963802921775
Ehbp1l1	0	0	0	0.914843147975	0	0	0	0.928713800481	0	0	0	0	0	0	0	0	0	-0.919105848793	0	0	0	0	0	0	0	0	0	-0.950274244124
Ehd1	0.951642135443	0	-0.969890826718	0	0	-0.965061403417	0	0	0	0	0.927461050674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.907727077281
Ehd2	0.970756256215	0.974445625923	-0.945413358783	0.990684018615	0	-0.916457793672	0	0	0	0	0.993482257016	0.988621932162	-0.985233815402	-0.958417669082	0.943604733758	-0.931302633373	-0.879841221566	0	0.857552445445	0.959912006165	0	0	0	0	0	0.936325008933	0.966825807507	0.981837280284
Ehd3	0.945929424123	0	-0.955019768649	0	0	-0.966482438937	0	0	-0.99147903055	0	0.923035529018	0.968108692189	-0.996072488543	-0.979082986377	0	-0.89796335721	-0.990210061561	0	-0.980220863528	0.973171351205	-0.986754480719	0	0	0	-0.995102408944	0	0.892220466746	0.974678094959
Ehd4	0	0	0	0.980076542583	0	0	0	0	-0.935764999528	0	0.945791664694	0	0	0	0	0	-0.917454091638	0	0	0	0	0	0	0	0	0	0	0
Ehmt2	0	0	0	0	0	0	0	0	0	0	0.977962796344	0.951327871746	0	-0.969230123856	0.981949209821	0	0	0	0	0	0	0	0	0	0	0	0	0.922583505891
Ei24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95404968905
Eid1	0	0	0	0	-0.951087013518	0.993701811106	0	0.990541954204	0	0	0	-0.957064801317	0	0	0	0.948447838684	0	0	0	0	0	0	0	0	0	0	0	0
Eid2	0	0	0	0	0	0	0.957979069177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956059047135	0.957948934302	0	0	0	0	0	0	0	0	0	0	0
Eif1ad	0	0	0	0	0	0	0	0	-0.938822061183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1ax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955163610847	0	0	0	0	0	0	0	0	0	0	0	0
Eif1b	0	0	-0.883176197917	0	0	0	0	0.971918601397	0	0	0	0	0	0.952292187749	0	0.988940500842	0.931210690132	0.926290095528	0	0	0	0	0	0	0	0	0	0
Eif2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955314285222	0.925850987348	0	0	0	0	0	0	0	0	0	0	0
Eif2ak2	0	0	0	-0.965501871991	0	0	0	0	0.92585529233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90727612136	-0.892703952681	-0.976791501054
Eif2ak3	0	0.907899211758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b1	0	0	0	0	0	-0.904219059704	0	0	-0.956917978459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b2	0	0	0	0	0	0	0	0	0	0	0.910198072229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b3	0	0	0	0	0	-0.878477866454	0	0	-0.894497289021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b5	0	0	0	0	0	0	0	0	0	0	0.874548514996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2c2	0	0	-0.941789980389	0	0	0	0	0	0	0	0.851348966159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s1	0	0	0	0	0	0	0	0	-0.921811584324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s2	0	0.886886593855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s3x	0	0	0	0	0	0	0	0	-0.889374220004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s3y	0	0	-0.976319570438	0	-0.927065745178	0	0	0	0	0	0	0	0	0	0	0.951310651817	0.917228108089	0	0	0	0	0	0	0	0	0	0	0
Eif3b	0	0	0	0	0	-0.928287521106	0	0	-0.950929703313	0	0.874229946317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965620412503	0	0	0	0	0	0	0	0	0	0	0	0
Eif3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971668912432	0.958543021839	0	0	0	0.982650921912	0	0	0	0	0	0	0
Eif3g	0	0	0	0	0	0	0	0	0	0	0.943458364365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3j	0	0	0	0	0	-0.94893710738	0	0	-0.939094732206	0	0	0	0	0	0	0.954918226864	0	0	0	0	0	0	0	0	0	0	0	0
Eif3l	0	0	0	0	0	0	0	0	-0.877707046448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a1	0	0	0	0	0	0	0	0	-0.894397659224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a2	0	0	0	0	0	0	0	0	0	0	0.943742493187	0	0	0	0	0.958090998713	0.947926935843	0	0	0	0	0	0	0	0	0	0	0.948955826578
Eif4e	0	0	0	0	0	-0.870968925991	0	0	-0.870392121905	0	0	0	0	0	0	0.939058672602	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e3	0.983339719057	0	0	0.856174851155	-0.981919813745	0.975685460784	0	0.991816228922	0.974635045138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.969838389982
Eif4ebp1	0.862739948943	0.968138827065	0	0	0	0	0	0	0	0	0.970476432375	0	0	0	0	-0.946986460835	0	0	0	0	0	0	0	0	0	0.982818816216	0.981398172105	0.98023152194
Eif4ebp2	0	0	0	0	0	0	0	0	0	0	0.878435913883	0	0	0	0.908209170473	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4ebp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.940978694643	0	0	0	0.883378033398	0	0	0	0	0	0	0
Eif4enif1	-0.993665642402	0.890175600222	0	-0.893563915136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4g1	0	0	0	0	0	-0.953603976802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4g2	0	0	0	0	0	-0.939225824043	0	0	-0.948328841253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4h	0	0	0	0	0	0	0	0	0	0	0.944508780011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif5	0	0	0	0	0	0	0	0	-0.885530607322	0	0	0	0	0	0	0	0.959046704751	0	0	0	0	0	0	0	0	0	0	0
Eif5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922617945749	0	0	0	0	0	0	0	0	0	0	0
Elac1	0	0	0	0	0	0	0	0	0	0	0.996538794347	0.983877841826	-0.952896080878	-0.939697754659	0.987735105838	0	0	0.988742471662	0.995923181898	0.941086319197	0.956041827207	0	0	0	0	0.936316398969	0.973227315973	0.988101029321
Elac2	0	0	0	0	0	0	0	0	-0.921801096976	0	0.916414466462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl1	0	0	0	0	0	0	0	0	-0.919551561042	0	0	0	0	0	0	0	0.858624386002	0	0	0	0	0	0	0	0	0	0	0
Elf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.951857384551	0	0	0	0	0	0	0	0	0	0	0
Elk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.908734378296	-0.950012060449	0	0	0	0	0	0	0	-0.90319654337	0	0
Elk3	-0.989203276247	-0.954626493136	0	0.874996233141	0	-0.970708839785	0	0	-0.947626189003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.982061392929	0	0	0
Elk4	0	0	0	0	0	0	0	0	0	0	0	0	0.978578408792	0	0	0	0.910206682193	0	0	0	0	0	0	0	0	0	0	0
Ell2	0	-0.966991075268	-0.925786288843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.939823602823
Elmod3	0	0	0	0	0	0	0	0.93222666592	0	0	0	0	0	0	0.883055159736	0	0	0	0	0	0	0	0	0	0	0	0	0
Elof1	0	0	0	0	0	0	0	0.894799151058	0	0	0	0	0	0	0	0.968440175815	0	0	0	0	0	0	0	0	0	0	0	0
Elovl1	0	0	0	0	0	0	0	0	-0.896196239237	0	0	0	0	0	0	0	0.863794669571	0	0	0	0	0	0	0	0	0	0	0
Elovl5	-0.886930668149	0	0	0	-0.876411859092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.965082378111	0	0	0
Elovl6	0	0	0	0.939385851246	-0.975375709207	0	0	0.942085075057	0	0	0	0	0	0	0	0	0.879081661207	0	0	0	0	0	0	0	0	0	0	0
Emb	0.995277434575	0	-0.980745230879	0.986370426495	0	0	0	0	0	0	0	0	0	0	0	0.967346710348	0.939080197513	0	0	0	0	0	0	0	0	0	0	0
Emd	0	0.897390750315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.918460876952
Eme2	0	0	0	0	0	0	0	0	-0.932057722358	0	0	0	0	0	0.953760186664	0	0	0	0	0	0	0	0	0	0	0	0	0
Emg1	0	0	0	0	0	0	0	0	-0.955979360901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emilin1	0	0	0	0	0	0.993852485481	0	0.912677741951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml2	0.962912578727	0.884217504918	0	0.892121452157	0	0	0	0	0	0	0.968999823496	0.863166142176	0	0	0.894820675968	0	0	0	0	0	0	0	0	0	0	0	0.961590949206	0
Eml3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962060192261	0	0.926367585206	0	0	0	0	0	0	0	0	0	0	-0.909441758518
Eml4	-0.972302916531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml5	0	0	0	0.937840362652	0	0	0	0	0	0	0	0	0	0	0	0	0.883429693184	0	0	0	0.969055788264	0	0	0	0	0	0	0
Emp1	0.937620808562	0.989228934646	0.996999427437	0.999345642712	-0.981065094963	-0.99318322444	0	0.966584728506	0	0	0.997072612134	0	-0.962004341762	0	0.98999522147	0.980037797743	0	0	0.982892000913	0.988630542126	0.980640495245	0.986086297672	0.993774995803	0.956549815101	0.9929312193	0	0	0.983912281684
Emp3	0	0.878237884704	-0.966797059348	0	0	-0.988233196648	0	0	0	0	0	0	-0.948098119619	0	0	0	0	0	0	-0.93421287217	0	0	-0.917978458989	0	-0.966330372406	0	-0.902111102954	0
Enc1	0.949700588491	0	0	0	0	0.966662218185	0	0	-0.89286650656	0	0	0	0	0	0	0	0	-0.949382819628	0	0	0	0	0	0	0	-0.904921711955	0	-0.888461820813
Endod1	-0.966272691997	-0.993067863623	0	-0.9231225027	-0.995149602005	0	0	0	0	0	0	0	0	0	0	0.946002608819	0	0	0.988432512947	0.984837852847	0	0	0	0.92901084425	0	0	0	0
Endog	0	0	0	0	0	0	0	0.990309485167	0	0	0	-0.914171552022	0	0	0	0.938813288619	0.926363280224	0	0	0	0	0	0	0	0	0	0	0
