	Batf	Irf4	Maf	Stat3	Rorc	Fosl2	Nfe2l2	Hif1a	Ikzf3	Etv6	Kdm6b	Jmjd6	Id2	Ski	Lef1	Atf6	Trib3	Sirt2	Prkrir	Satb1	Nfatc2	Crem	Ddit3	Aes	Inhba	Zfp36l2	Egr2	Bcl11b
Nsun6	0	0	-0.956781642948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.959781024194	0	0	0
Nt5dc1	0	0	-0.908445460552	0	0	0	0	0	0	0	0	0	0	0	0	0.881630210643	0.860819926901	0	0	0	0	0	0	0	0	0	0	0
Nt5dc2	0	0	0	0	0.945511840853	0	0	0.940574026321	0	-0.987724560318	0	0	0	0	0	0	0	0	0	0	0	0	-0.89636403679	-0.890674651034	0	0	-0.947159502061	-0.985354419892
Nt5dc3	0	0	0	0	0.94734145827	-0.992171195453	0	0	-0.936876658312	0	0.976042774303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5e	0	-0.999937075918	0.985707459243	0	-0.999638186528	0	0	0	0	0	0.961754538527	0	0	0	0	0	0	0	0	-0.955423531509	0	0	0	0	0	-0.9060805638	0	-0.994027455874
Nt5m	0	0	0	0	0	0	0	0	-0.898319927008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nthl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866416403704	0	0	0	0
Ntng2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.931737858274	0	0	0	0	0	0	0	0	0	0
Ntrk3	0	0	-0.908146571162	0	0	0	0.956635914744	0.90944039537	0	0	0	0	0.870493221806	0	0	0	0	0	0	0	0	0	0.926083456384	0	0	0.952937935072	0.860316243989	0.876769885789
Nts	0	0	0	-0.99940222122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nub1	0	0.894502107289	0	0	0	0	0	0	0	0	0	0	0.972215645166	0	0	0	0.916298231944	0	0	0	0	0	0	0	0	0	0	0
Nubp1	0	0	0	0	0	0	0	0	0	0	0.906758391486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nubp2	0	0	0	0	0	0	0	0	0	0	0.909160571529	0	0	0	0.907141534898	0	0.940759140553	0	0	0	0	0	0	0	0	0	0.916061457925	0
Nubpl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.872589221105	0	0	0	0	0	0	0	0
Nucb1	0	0	0	0	0	0	0	0.856377185317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95686029805
Nucb2	0	0.917202278197	0	0.968500445566	-0.994913636697	0.990787338186	0.959817296557	0	0	0	0.902251075169	0	-0.872033391713	0	0	0	0	0.866054785203	0	0.953915166022	0	0.959929226093	0.951091097727	0	0	0.947797786378	0.986202532191	0.980248741869
Nucks1	-0.95333130578	0	0	0	0	0	0	0	0	0	0.89885874923	0.883059464719	0	0	0.973623374331	0.972387844452	0	0.975887794945	0	0	0.985660104439	0	0	0	0	0	0	0
Nudc	0	0	0	0	0	-0.91999727329	0	0	-0.921093201053	0	0	0	0	0	0	0	-0.969062326303	0	0	0	0	0	0	0	0	0	0	0
Nudcd2	0	0	0	0	0	-0.874927899489	0	0	-0.918235398991	0	0	0	0	0	0	0.958504277	0.925928477026	0	0	0	0	0	0	0	0	0	0	0
Nudt14	0	0	0	0	0	0.937371119597	0	0	0	0	0	0	0	0	0	0.881513976125	0	0	0	0	0.884970876796	0	0	0	0	0	0	0
Nudt16	0	0	0	0	-0.877911549715	0	0	0	0	0	0	0	0.890933277082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt18	0	0	0	0	0	0.91822686395	0	0.891721088816	0	0	0	0	0	0	0	0	0.878599503205	0	-0.895199941271	0	0	0	0	0	0	0	0	0
Nudt19	0	0	0	0	0	0	0	0	-0.908628989125	0	0	0	0	0	0	0.912828416326	0	0	0	0	0	0	0	0	0	0	0	0
Nudt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88346459996	0	0	0	0	0
Nudt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.879042916367	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt4	-0.913710108754	0	0	0	0	-0.928780426416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt5	0	0	0	0	0	0	0	0	-0.953651169864	0	0	0	0	0	0	0.935132528876	0	0	0	0	0	0	0	0	0	0	0	0
Nudt6	0	0	0	0	0	0	0	0	0	0	0.9396140153	0	0	0	0.95249452191	0.970196608535	0	0	0.973076641597	0	0	0	0	0.954367189148	0	0	0	0
Nudt7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.919834719411	0	-0.964117542185	0
Nudt8	0	0	0	0	0	0.867996332155	0	0	0	0	0	0	0	0	0	0	0.887708845447	0	0	0	0	0	0	0	0	0	0	0
Nufip1	0	0	0	0	0	0	0	0.891893288102	0	0	0	0	0	0	0	0.888664551485	0	0	0	0	0	0	0	0	0	0	0	0
Nufip2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971259939128	0	0	0	0	0	0	0	0	0	0	0
Numa1	0	0	0	0	0	0	0	0	0	0	0.868835803676	0	0	0	0.887127672856	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup107	-0.926997577423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup153	0	0	0	0	0	0	0	0	-0.923783205562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup155	-0.915938669995	0	0	0	0	0	0	0	-0.909373590763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup160	-0.901214434784	0	0	0	0	0	0	0	-0.906085807473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup210	0	0	0	0	0	0	0	0	0	-0.944144389794	0	0	0	0	0.927409390888	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup214	0	0	0	0	0	0	0	0	-0.899232326198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup35	0	0	0	0	0	-0.91019160383	0	0	-0.946808175936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup37	0	0	0	0	0	0	0	0	-0.946331001647	0	0	-0.891408765325	0	0	0	0.910004348032	0	0	0	0	0	0	0	0	0	0	0	0
Nup43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937762872973	0.89608203574	0	0	0	0	0	0	0	0	0	0	0
Nup50	0	0	0	0	0	0	0	0.908652583635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.982260652523	0	0	-0.940091030172
Nup62	0	0	0	0	0	0	0	0	0	0	0.856687144032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup85	-0.87104233742	0	0	0	0	-0.88176040607	0	0	-0.896893647814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup88	0	0	0	0	0	0	0	0	0	0	0.869042442819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup93	0	0	0	0	0	-0.948889914318	0	0	-0.942188499575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup98	0	0	0	0.923608091644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nupl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923474637198	0	0	0	0	0	0	0	0	0	0	0
Nupl2	0	0	0	0	0	0	0	0	-0.907459649932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nupr1	0	0	0	0	0	0	0.907115705005	-0.978920432498	0	0	0	0	0	0	0	0	0	0	-0.983534865185	0	0	0	0	0	0	0.919681947918	0	0.931184860239
Nusap1	0	0	0	0	0	0	0	0	0	0	0	-0.938523171793	0	0	0	0	0.934658980839	0	0	0	0	0	0	0	0	0	0	0
Nutf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.934125163051	0.942351983951	0	0	0	0	0	0	0	0	0	0	0
Nxn	0	0.937685383294	0	0	0	0	0	0.902668658438	0	0	0.985763424011	0	0	0	0.979034736901	0	0	0	0	0	0	0.959481507949	0	0	0	0	0	0
Nxt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943858727706	0	0	0	0	0	0	0	0	0	0	0	0
Orf19	0	0	-0.925314358227	0	0	-0.945308485312	0	0	-0.906279823393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orf61	0	0	0	0	0	0	0	0	0	-0.93261355175	0.938976877941	0	0	0	0.934727860553	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.907658909526	0	0	0	0	0	-0.975658867576
Oas3	0	0.989767057416	0	0	0	0.996056636345	0	0.874531295068	0.990287960256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oat	0	0	0	0	0	0	0	0	-0.907318070748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oaz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851887088928	0	0	0	0	0	0	0
Oaz2-ps	0	0	0	0	0	0	0	0	0	0	0.930341083736	0.870445867002	0	0	0	0	0.856131801334	0	0	0	0	0	0	0	0	0.933729104693	0.946807640482	0
Obfc1	0.92717261687	0	0	0	0	0	0	0	0	-0.972449739389	0	0	0	0	0	0	0	0	0	-0.978584837394	0	0	0	-0.981799209254	0	-0.940426625277	-0.949597810242	-0.99520203874
Obfc2a	-0.890297106541	0.92861048091	-0.949540129833	0	-0.982931842732	0	0	0.865305718308	0.8972013311	0	0	0	0	0	0	0	0.945567805621	0	0	0	0	0	0	0	0	0	0	0
Obfc2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.922467043512	0	0	0	0	0	0	0	0
Obsl1	0.996758348437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocel1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922850414785	0	0	0	0	0.966020775844	0	0	0	0	0	0	0
Ociad1	0	0	0	0	0	0	0	0	0	0	0	-0.886248990593	0	0	0	0.96369608548	0	0	0	0	0	0	0	0	0	0	0	0
Ocrl	0	0.940358777213	0	0.928718105463	0	0	0	0	0	0.9870204788	0.995600308237	0.991105906866	-0.940568204461	0	0.993112028551	0	0	0.968044117457	0.999410217445	0.991859278743	0	0.973399515259	0	0	0.94939923974	0.976705741555	0.982681056787	0.986206837173
Odc1	-0.871598166812	0.886120307031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf2	0	0.902087485847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.934102755026	0
Ofd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.935161977075	0	0	-0.963026858096	-0.963325747486	-0.905582414817
Ogdh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.927778884776
Ogfod1	0	0	0	0	0	0	0	0	0	0	0	-0.900417396411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfr	0	0	0	-0.907234171972	0	0	0	0	0	0	0	0	0	0	0	0	0.860307634025	0	0	0	0	0	0	0	0	0	0	0
Ogg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8722797894	0	0	0	0	0	-0.94234580978	0	0	0	0	0
Ogt	0	0	0	0.871642652041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oip5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976344123054	0	0	0.970644326679	0	0	0	0	0	0	0
Olfm2	0	0	0	0	0	0	0	0	0	0	0	0	-0.98146361415	-0.996727947731	0	0	0	0	-0.977064172076	-0.973797363481	0	-0.990566631359	-0.988044424402	0	-0.993025914234	-0.96975973488	-0.969518525899	-0.982711608444
Opa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903904188317	0	0	0	0	0	0	0	0	0	0	0	0	0
Optn	0	0	-0.950101202899	0	0	0	0	-0.902619739285	0	0	0	0	0	0	0	0	0	0	0	-0.906164462576	0	0	0	-0.918854152465	-0.908718131574	0	0	-0.989884953803
Orai1	-0.934842112991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949636013759	0	0	0	0	0	0	0	0	0	0	0
Orai2	0	-0.884293100374	0	0	0	0	0	0	0	0	0	0	0	0	0.910947139124	0	0	0	0	0	0	0	0	0	0	0	0	0
Orai3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.953703606599
Orc1	0	0.927611725049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc2	0	0	-0.905120971548	0	0	-0.961600578902	0	0	-0.944133902447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.934757995428	0.920637653957	0	0	0	0	0	0	0	0	0	0	0
Orc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855077080706	0	0	0	0	0	0	0	0	0	0	0
Orc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955322895187	0	0	0	0	0	0	0	0	0	0	0	0
Orm2	0	0	-0.991169653813	0	0	0	0	0.928997929304	0	0	0	0	0	0	0	0	0.96122072074	0	0	0	0	0	0	0	0	0	-0.900144725389	0
Ormdl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895384628631	0.930534807933	0	0	0	0	0	0	0	0	0	0	0
Ormdl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.902236951118	0	0	0	0	-0.958485836838	0	0	0	0	0
Ormdl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925089005506	0	0	0	0	0	0	0	0	0	0	0	0
Os9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.905849842165
Osbpl3	0.913611923079	0	-0.959822973582	0	-0.974347949199	-0.872531540696	0	0	0	0.985350145724	0.9574667763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.922283514939
Osbpl7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931154725364	0	0	0	0.973270365794	0	0	0	0	0	0	0	0	0
Osbpl8	0	0.973408125223	-0.903474458066	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903628669459	0	0	0	0	0	0	0	0	0	0	0
Osbpl9	0	0	0	0.901248014327	-0.97928224597	0.965065069805	0	0	0	0	0	0	0	0	0	0	0.951706710176	0	0	0	0	0	0	0	0	0	0	-0.916767170409
Osgep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895793601936	0.915019652244	0	0.900438677682	0	0	0.971186754431	0	0	0	0	0	0	0
Osgepl1	0	0	0	0	0	0	0	0.93617863954	0	0	0	0	0	0	0	0	0.931559393686	0	0	0	0	0	0	0	0	0	0	0
Osgin2	0	0	-0.9505364278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osm	0	0	0	0	0	-0.94262896815	0	0.927822669175	0	-0.944815580003	0.919595848275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ost4	0	0	0	0	0	0	0	0.969903869748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.931580548069	0	0	0
Ostf1	0.99580694738	0.928662140695	-0.981012658228	0.912725096754	-0.970457143456	-0.941370486508	0	0.932635639225	0.89380470018	0	0	0	0.970299928107	0	0	0	0	0	0	-0.907595985444	0	0	0	-0.967793357314	-0.94243495223	0	0	-0.972685704697
Ostm1	0	0	0	0	0	0	0.962710244566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud1	0	0	0	0	0	0	-0.915152118968	0	0	0	0	0	0.96265858478	0	0	0	0.930427183379	0	0	0	0.9361398947	0	0	0	0	0	-0.940316508133	-0.944280725305
Otud3	0	0	0	0	0	0	0	0	-0.885908151815	0	0.871969830685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893632500893	0	0	0	0	0	0	0	0	0	0	0
Otud5	0	0	0	0	0	0	0	0	0	0	0.881681870429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud6b	0	0	0	0	0	-0.961296445838	0	0	-0.966571581387	0	0	0	0	0	0	0.966391004309	0	0	0	0	0	0	0	0	0	0	0	0
Otud7b	-0.876904764402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867979112227	0	0	0	0	0	0	0	0	0	0	0
Otx1	0	0.940345862266	-0.970735058152	0	0	-0.983125858652	0	0	-0.981017901901	0	0	0	0	-0.954484913951	0	0	-0.882410621585	0	0	-0.889992973477	0	0	0	0	0	0	0	0
Ovca2	0	0	-0.876852327667	0	0	0	0	0	0	0	0	0	0	0	0	0.92679377844	0	0	0	0	0.974312171476	0	0	0	0	0	0	0
Oxct1	-0.977834992082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxnad1	0	0.857018627658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxsm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886559415211	0	0	0	0	0	0	0	0	0	0	0
Oxsr1	0	0	0	0	0	0	0	0.903874053442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2rx7	0	0	0	0	0	0	0	0	0	0.857358721248	0.878014025632	0	0	0	0.992672920371	0	0	0	0.987649006195	0.961922432832	0	0.932906853101	0	0.989909121827	0.935210018554	0	0	0
P2ry1	0	0.878573673312	-0.990168112173	0	0	0	0	0	-0.972365840613	0	0	0	-0.949068199218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry10	-0.973912724298	0	0	-0.970352269986	-0.993938313425	0.993576966623	0	0	0.958237368106	-0.991756945246	0	-0.881277988107	0.958551631803	0	0	0	0.98442457456	0	0	0	0.948047475343	0	0	0	0	0	0	0
P4ha1	0	0	0	0	0	0	0	0.996865972991	0	0	0	0	0.981807145409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4ha2	0.976214973589	0.996220225667	0	0.993753470892	0	0	0	0.999517841999	0.981561761426	0	0.988695116859	0	0.907210414613	0	-0.894633624532	-0.904785376443	0	0.907128619952	0	0.992987184068	0	0	0	0	0	0.997369655903	0.993620016445	0.993542526766
P4hb	0	0.850147876137	0	0	0	0	0	0.984403049649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4htm	0	0	0	0	0	0	0.941938705664	0	0	0	0	0	0	0	0.915846208817	0	0	0	0	0.913306269346	0.92913138375	0	0	0	0	0	0	0
Pa2g4	0	0	0	0	0	0	0	0	-0.953530565373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc4	0	0	0	0	0	0	0	0	-0.931056180718	0	0.953979740754	0.906698121736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpn1	0	0	0	0	0	0	0	0	0	0	0.920654873886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacrgl	0	0	-0.875310687655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacs1	0	0.88010624696	0	0	0	0	0	0.967540434545	0	0	0.894235198395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacs2	0	0	0	0	0	0	0	0	0	0	0.940862460125	0	0	0	0.956851163852	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacsin1	0	-0.973755414093	0	-0.91830881042	0	0	0	0	0.936893266577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.928911518253	-0.942230448963
Padi2	0.99205300294	0	-0.989916415844	0.996551709293	0	0.99772266444	0	0.857259706659	0	0	0	-0.970231665496	0	0	0	0	0	-0.974809392468	-0.988007718687	-0.956991389888	0	-0.969272073244	-0.976293352071	-0.979339926379	-0.980488290877	-0.97808668841	-0.989014504001	-0.998484578356
Pafah1b3	0	0.970558227036	0	0.895337273827	0	0	0	0.993219653105	0.944439900297	0	0	0	0	0	0	0	0.904343296497	0	0	0	0	0	0	0	0	0	0	0
Pafah2	0	0	0	0	0	0	0	0	0	0	0.94001437864	0	-0.966524388325	-0.893595377177	0.958848675572	0	0	0.937086990774	0	0	0	0	0	0	0	0.973446870063	0	0
Pag1	0	-0.96675510996	0	0	0	0	0	0	0	0	0	0	0	0	0.911140863321	0	0	0	0	0	0	0	0	0	0	0	0	0
Paip2	0	0	0	0	-0.918770253689	0	0	0	0	0	0	0	0	0	0	0.983077115145	0.953863506236	0	0	0	0	0	0	0	0	0	0	0
Paip2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961005471632	0	0	0	0	0	0	0	0	0	0	0
Pak1	0	0.931873657384	0	0.928322047105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.954175537214	0	-0.978333141065	0	0	0
Pak1ip1	0	0	0	0	0	0	0	0	-0.909960882196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pak2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889181149344	0	0	0	0	0	0	0	0	0	0	0
Pak4	0	0	0	0	0	0	0	0	0	0	0.972801122739	0.899349517196	0	-0.963839627489	0.944577659726	-0.906327016455	0	0	0	0	0	0	0	0	0	0	0	0
Palm	0	0.940367387177	0	0.948034560397	0	0	0	0.874199811442	0.931623968419	-0.955659496817	0.988113944268	0.987214202997	0	0	0.985797863868	0	0	0	0.928481331445	0.972366319542	0	0.964462372303	0	0.989332254218	0	0.978126385666	0.970721816358	0
Pam16	0	0	0	0	0	0	0	0	-0.889830419599	0	0	0	0.945176052245	0	0	0.950669209476	0.922665300552	0	0	0	0	0	0	0	0	0	0	0
Pan2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.908282906673
Pank1	0	0	-0.871031850073	0	0	0	0	0	0	-0.909562363009	0	0	0.887248212356	0	0	0	0.875245922106	0	0.855395649385	0	0	0	0	0	0	0	0	0
Pank2	0.930414268433	0.942222834486	0	0	0	0.976309683196	0	0	0.945292286763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.932167839502
Pank3	0	0	-0.904004069091	0	0	0	0	0	-0.870738204356	0	0	0	0	0	0	0	0.914369599938	0	0	0	0	0	0	0	0	0	0	0
Panx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.947752037167	-0.980441097815	-0.886621291412
Paox	0	0.863605250356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Papss1	0.89210853721	0.8828226907	0	0.942485438398	0	0.877988195739	0	0.977123324824	0.927344816156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paqr3	0	0	0	0.913762597454	0	0	0.932131956313	0	0	0	0	0	0	0	0	0	0.860083774953	0	0	0	0	0	0	0	0	0	0	0
Paqr4	0	0	0	0	0	0	0	0.941684711717	0	0	0.883533012756	0	0	0	0.913237389631	-0.89768019884	0	-0.881818086479	0	0	0	0	0	0	0	0	0	0
Paqr7	0.85261032593	0	0	0	0	0	0	0	0	0	0.940707480767	0	0	0	0	0	0	0	0	0.911765085734	0	0	0	0	0	0	0	0
Paqr8	0.997546160171	0.993047453818	0	0.995316179414	0.98705922364	0	0	0	0	0	0.943182845507	0	0	0	0.866472368472	0	0	0	0	0.978888367508	0	0	0	0	0	0	0	0
Pard6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917779145805	0.967234780812	0	0	0.968827624209	0.977441893503	0	0.927594505121	0	0.956226941439	0	0.903434945262	0.85576587785	0.920818463207
Park7	0	0	0	0	0	0.975616581069	0	0.956399140726	0	0	0	0	0	0	0	0.958383737499	0.896232710115	0	0	0	0	0	0	0	0	0	0	0
Parl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.875473241534
Parp1	0	0	0	0	0	0	0	0	0	0	0.873442134582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp10	0.930138749575	0	0	-0.887413086112	0	0	0	0	0	-0.95564900947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.974699275324	-0.880905687288	-0.991730726878
Parp11	0	0	0	-0.979801369648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.875200570512
Parp14	0	0	0	-0.995710675071	-0.97778779902	0	0	0	0	-0.992737512192	-0.920018247984	-0.888587668977	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.979680765157	-0.984279466823	-0.993141275052
Parp16	0	0	0	0.878814752313	0	0.990955232491	-0.871666334567	0.985371670634	0	0	0	0	0.958177098356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp3	0	0	0	0	-0.959817729909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.975218399002
Parp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.927574381509	0	0	0	0	0	-0.94472119388	-0.967588854048	-0.989900684824
Parp6	0	0	0	0	0	0	0	0.913233084649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp8	-0.98708483215	-0.950976896375	0	0	0	0	0	-0.90539364257	0	0	0	0	0	0	0	0	0	-0.934464568498	0	0	0	0	0	0	-0.963692804631	0	0	0
Parp9	0	0	-0.933861546045	0	-0.978658248823	0	0	0.985031577044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.895986492297	-0.966833765062
Parvg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970123423838	0	0	0	0	0	0	0	0	0	0	0
Patl1	0	0	0	0	0	0	0	0	0	0	0.890408069259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patz1	0	0	0	0	0	0	0	0	0	0	0.88432082449	0	0	0	0.985552479885	0	0	0	0	0	0	0	0	0	0	0	0	0
Paxip1	0	0	0	0	0	0	0	0	-0.899033066605	0	0	0	0	0	0	0	0.856725888871	0	0	0	0	0	0	0	0	0	0	0
Pbk	-0.978348872086	0	0	0	0	0	0	0	-0.915786603463	0	0.896030375954	0	0	0	0	0.94348849924	0	0	0	0	0	0	0	0	0	0	0	0
