Hybridization REF_at	Iron01	Iron02	Iron03	Iron04	Iron05	Iron06	Iron07	Iron08	Iron09	Iron10	Iron11	Iron12	Iron13	Iron14	Iron15	Iron16	Iron17	Iron18	Iron19	Iron20	Iron21	Iron22	Iron23	Iron24
Composite Element REF_at	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2
GBAA1936_at	7.290501527	7.577693819	7.322436376	7.251217114	7.552142851	7.619000595	7.499704599	7.270067416	7.305537072	7.393465447	7.54033122	7.521855957	7.514750244	7.506324262	7.535932815	7.34825295	7.566978018	7.976179844	7.4893708	7.329279482	8.058437797	8.571636634	7.734707252	7.149318533
GBAA1937_at	8.762136793	8.768858499	8.543965138	8.468753567	8.739241676	8.745328988	8.603632106	8.559978515	8.733790377	8.758362292	8.592873179	8.68721216	8.799593806	8.677883346	8.494541226	8.596451056	8.610233149	8.753545291	8.196780139	7.943515752	8.667769508	8.937903467	7.751403444	7.323768947
GBAA1938_at	6.138931944	6.245471159	6.154593235	5.990512976	6.297549125	6.303756972	6.035386933	5.98915083	6.207294439	6.224020577	6.190006485	6.326105431	6.273637735	6.227260558	6.262496114	6.210767398	6.441964085	6.538378843	6.316874759	6.607010599	6.310999662	6.68536692	7.153591759	6.933429359
GBAA1939_at	5.579911415	5.715955721	5.443496455	5.496983932	5.582850284	5.806476338	5.486052656	5.43438409	5.591240162	5.586937799	5.566683629	5.83653621	5.707922111	5.725734992	5.706428992	5.641371833	5.917205318	6.067468911	5.843969267	5.991898594	5.820323016	5.984303086	6.864524756	6.472185854
GBAA1940_at	5.9258313	5.882124944	5.828744419	5.771081444	5.907095755	5.990353804	5.929932448	5.842504465	5.930349144	6.004637304	6.038007159	5.90378593	5.987122842	5.859170881	5.950683246	5.916612074	6.034110939	6.09444663	6.02605404	6.03067751	5.936690197	6.04125138	6.452516134	6.319078385
GBAA1941_at	10.3570005	10.27289867	10.24808942	10.17776362	10.35753324	10.26582859	10.20091026	10.21831035	10.28102897	10.18799511	10.26786883	10.30045201	10.23455356	10.16852249	10.13622422	10.25475062	10.33245619	10.41660935	10.15911185	10.65344233	10.24642556	10.50363473	10.98935904	11.02347472
GBAA1942_at	8.294358355	8.245635008	7.760156862	7.844093956	8.43194249	8.252069669	7.897940818	7.815843361	7.922725734	8.285081843	8.158612088	8.101333556	8.036346897	7.77940608	7.923715892	8.049235555	8.286161471	8.484853052	8.424460767	8.729153173	8.033259537	8.088477379	8.80068736	8.972897169
GBAA1943_at	5.440812665	5.561316448	4.917952081	5.079858229	5.23431485	5.29785973	5.019994438	5.059132635	8.531508932	8.869919533	6.303544404	4.999668586	5.736387597	5.24971964	4.983994913	5.245459497	9.123295984	8.135735522	8.129307769	11.26565912	6.47871348	5.119333524	9.395646569	9.544524652
GBAA1944_at	6.807006494	6.821943308	6.272445055	6.242771899	6.5922757	6.642890369	6.184336422	6.21076894	7.349777612	7.683452978	6.765419186	6.532531758	7.317300383	6.621046496	6.176281057	6.302503108	7.692597549	7.117660677	7.047239728	11.60030868	6.783645218	6.264037396	9.897214308	9.80492208
GBAA1945_at	7.804365167	7.864702017	7.356824187	7.299960673	7.708433073	7.787597559	7.452040683	7.275299077	7.643085894	8.046427686	7.57685681	7.442143919	8.319462551	7.620490641	7.326357741	7.340973529	7.616598102	7.765112163	7.265497549	11.46799676	7.770513596	7.28495971	9.957565059	9.941662222
GBAA1946_at	7.945458188	7.993550738	7.518303867	7.381971574	7.846527027	7.757797325	7.567713344	7.438645185	7.804938119	7.888736545	7.62946407	7.55220465	8.433153948	7.77547506	7.461473914	7.398364811	7.686221787	7.558992557	7.240121042	9.679709403	7.995421369	7.599796768	8.489226198	8.732711522
GBAA1947_at	6.094669314	6.279676926	5.993747466	6.058518013	6.080583523	6.175747283	6.127384319	5.821242141	6.101365387	6.031251544	5.99289448	5.937813774	6.441211566	6.144455019	5.953412837	5.856134581	6.075632376	6.168003126	5.999621716	6.963323244	5.96977235	5.694988133	6.78190843	6.525235404
GBAA1948_at	10.74735315	10.84555694	10.90728949	10.76657233	10.80697423	10.91788805	10.93275859	10.81233369	10.97331494	10.98647735	10.79757078	11.12491752	10.9006679	10.92860336	11.01378255	10.97400738	10.92526653	10.81958709	10.82451816	10.42520091	10.8972324	10.94723622	11.133926	11.06863112
GBAA1949_at	9.253169594	9.032789593	9.073636218	9.219730195	9.142179791	9.159076124	8.996144479	9.139555918	9.366994367	9.18134796	9.163771284	9.220381499	9.176246125	9.312978374	9.146571184	9.173048193	9.916171867	9.759475848	10.16935795	10.55106986	9.554183225	9.546567224	10.07578056	10.12958796
GBAA1950_at	10.84466799	10.79798914	10.75954908	10.61330895	10.89916292	10.8317523	10.74700683	10.73743693	10.65506744	10.64947676	10.73122789	10.61151088	10.98541626	10.98812491	10.94065793	10.93658347	10.1444086	10.71839489	9.980540754	9.614687524	10.76697811	10.98521244	8.933603114	9.212848974
GBAA1951_at	11.13910334	11.09796038	11.38626475	11.42276516	11.07847652	11.12953761	11.6679048	11.63988309	10.95660013	10.85508488	10.9217093	11.07569106	10.91373442	10.91633168	11.07899823	11.11162741	11.72921214	11.57957453	11.82456134	12.23529524	11.07268455	10.96334323	11.68537652	11.72871102
GBAA1952_at	14.18379135	14.1789848	13.96615342	14.01535759	14.14597336	14.05747843	14.02299576	14.07887152	14.03341734	13.91549532	13.78727471	13.7864211	14.10139064	14.06031204	14.02289231	14.06346061	13.69964087	13.53462798	13.6562409	13.31564983	13.7840543	13.68574195	13.11959805	13.36745529
GBAA1953_at	11.51433394	11.33714454	11.17449657	11.25885065	11.36909478	11.03547113	10.85546634	11.33437384	11.23203072	10.91968699	10.53746247	10.07668596	10.78511142	10.75065024	10.45654327	10.63449058	9.596535289	9.705117297	8.829339957	9.47806453	9.789075786	9.509905476	9.098822795	9.933927798
GBAA1954_at	9.281420429	9.203151027	9.163836958	9.133583938	9.338879024	9.257071514	9.120909962	9.284042167	9.12962765	9.28027377	9.205211298	9.123091143	9.25796823	9.222803695	9.244846566	9.305850784	8.960355897	9.197253276	8.881458954	9.222644929	9.061169299	9.305050001	9.453638339	9.218305274
GBAA1955_at	8.911752927	8.985501829	8.905813235	8.829577741	8.92806706	9.054467344	8.923004483	8.941269017	8.913245452	8.823480025	8.794372077	8.739939407	8.840552956	8.841470165	8.787034527	8.907373796	8.630722387	8.887245866	8.546777242	8.876971938	8.776602129	9.163740022	8.886672048	8.658015209
GBAA1956_at	8.797316035	8.859048455	8.781870864	8.713370486	8.855893847	8.862308847	8.754007596	8.689455217	8.673638591	8.69700283	8.633345717	8.513279719	8.756727356	8.71698731	8.659342182	8.769830283	8.346952029	8.574159881	8.546815749	8.563961685	8.57950794	8.975733499	8.586924077	8.402770739
GBAA1957_at	7.615409911	7.655519014	7.612766495	7.488193719	7.524768787	7.608495931	7.532982137	7.606966133	7.744257007	7.702765932	7.546795416	7.741104196	7.859288033	7.812051829	7.754515395	7.776862317	7.830225928	7.469264995	7.633068788	7.505591093	7.625941582	7.557423777	7.916489172	8.02278003
GBAA1958_at	11.16009485	11.04223473	11.17542336	11.33063541	11.18877848	11.10443677	11.51107653	11.44504467	10.71647375	10.71070198	10.58866787	10.68556852	10.92979941	10.803245	10.91761843	10.95371131	10.27393806	10.04464759	10.07412817	10.31338753	10.08196306	9.831693865	10.3103468	10.3080598
GBAA1959_at	11.56136931	11.50412002	11.82257337	11.83354352	11.59185554	11.68356002	11.75136671	11.8551051	11.66821539	11.62449846	11.86082818	12.03434791	11.84090615	11.88314578	12.17878022	12.06038042	12.20918216	11.90612654	12.34567331	12.33217158	12.14095146	11.90249554	12.7889937	12.56218383
GBAA1960_at	11.77489895	11.70700383	11.88831055	11.86685296	11.80898241	11.75607843	11.8686471	11.96293309	11.8377184	11.7687112	12.0120948	12.04327998	11.88063256	11.89080575	12.11649863	12.1092914	12.39213255	12.18265839	12.49350554	12.54009918	12.17741932	11.90157333	12.63403725	12.54503498
GBAA1961_at	5.210378484	5.210831821	5.474116374	5.46320055	5.308666548	5.428599905	5.504848242	5.584711629	5.065573964	5.49895375	5.512886849	5.462913351	5.365785014	5.33948282	5.512871363	5.742029345	5.487854438	5.578029583	5.552204236	5.400981306	5.451135892	5.279154838	5.783926896	5.654983572
GBAA1962_at	9.974256763	9.970666769	9.752153433	9.761580431	10.0127767	10.03086	10.00140989	9.726560973	10.027268	9.827151261	9.480219572	9.885121742	9.751157833	9.793619332	9.914409545	9.798133789	10.305231	9.998545681	10.54018603	11.03720774	9.895411276	10.47182162	10.78318161	10.94708923
GBAA1963_at	7.510573931	7.415230524	7.335392716	7.281760285	7.563317041	7.546308568	7.525871538	7.286568483	7.724139857	7.472540286	7.428905286	7.482445586	7.351789335	7.453622833	7.394737367	7.487588719	8.05741756	7.960038612	8.323978497	8.868379546	7.783659868	8.241764147	8.432304956	8.515928506
GBAA1964_at	11.7792244	11.56840061	11.76258157	11.85463003	11.65556434	11.49988291	11.72277639	12.00577417	11.71730665	11.45214149	11.59471847	11.7434644	11.72757548	11.61858045	11.7977563	11.96727004	11.72776007	11.04033604	11.29860051	11.61770057	11.50160566	11.04072743	11.26878123	11.4116417
GBAA1965_at	9.122538312	9.111322644	9.539216725	9.597294314	9.046742875	9.153589275	9.442061995	9.69683324	9.289318423	9.04580603	9.441480687	9.716409821	9.231544808	9.329558639	9.560374446	9.590270159	9.264154075	8.505975226	9.019713875	8.872633551	8.742380105	8.084693348	8.511867005	8.558620081
GBAA1968_at	10.1764147	10.26535549	10.64147564	10.6804648	10.2854727	10.38431653	10.49551452	10.63336274	10.4039523	10.23611621	10.55055919	10.87602124	10.40330255	10.25974578	10.63242078	10.62821332	9.976227065	9.363142116	10.47872482	10.77492085	9.382695377	9.069828209	11.91839092	11.95809195
GBAA1969_at	9.981349635	10.15405878	10.48958117	10.55073826	10.21922581	10.19999598	10.32875764	10.50263341	10.46388605	10.23153348	10.47839001	10.62726719	10.24771267	10.16652545	10.43598745	10.50566959	10.11668483	9.525798216	10.54258796	10.81189941	9.653212199	9.136393298	11.26148782	11.48712208
GBAA1970_at	9.670532565	9.767729035	10.01565122	10.06695331	9.836358056	9.835606798	9.952880871	10.11142988	10.17570665	9.899724654	10.15033364	10.34967627	9.877762536	9.899263062	10.07565421	10.11893778	9.753595989	9.110589217	10.12668203	10.43736203	9.16010126	8.821028827	10.64192634	10.84798669
GBAA1971_at	7.715548485	7.72376101	7.792106207	7.874664459	7.863626827	7.812195041	7.935484004	7.80760992	7.783087937	7.884531643	7.920690466	8.078885005	7.757172118	7.700124811	7.952931647	8.000849736	8.347543118	8.179164261	8.251640525	8.245537975	7.931738965	7.879272237	8.740621858	8.615086847
GBAA1972_at	6.698718362	6.826118747	6.631408102	6.655097947	6.939863942	6.987440619	6.770437172	6.471884293	6.687035357	6.95542955	6.66030234	6.665474946	6.882197617	6.868112897	6.711651471	6.750877332	6.844702686	6.970860418	6.831950502	6.798588515	6.834465854	7.065303913	6.864960782	6.284175259
GBAA1973_at	11.27473846	11.28982851	10.8509831	10.7673423	11.45805511	11.28996507	11.11328207	10.98541736	10.59730788	10.6840991	10.67392766	10.65438867	10.99871322	10.97912873	11.01387116	11.0124981	10.64899813	11.30321023	10.57265333	10.80435582	11.07405609	11.69940269	11.2344039	11.16570598
GBAA1974_at	8.809378144	8.834543348	8.578237273	8.590891401	8.88136727	8.978495194	8.67190697	8.616724104	8.307611485	8.411380896	8.303058195	8.223525426	8.543957836	8.620810029	8.291737178	8.434480066	7.612263712	8.394375788	7.472659247	7.500715939	8.33164368	9.126701338	7.441964685	7.41951655
GBAA1975_at	8.650280261	8.601502336	8.403296872	8.402766713	8.670148656	8.712010148	8.459704584	8.436306291	8.000832135	8.088743446	7.967888326	7.882839362	8.239330666	8.333934464	7.992619487	8.210588843	7.167377741	7.924298469	7.325691451	7.155786313	7.994861347	8.666561359	7.295202887	6.946488951
GBAA1976_at	9.676207573	9.637417191	9.520076246	9.545679843	9.675225915	9.736845612	9.5441863	9.451282796	9.28401261	9.308617835	9.141917993	9.262564213	9.427809887	9.497174905	9.268700256	9.30662136	8.875726477	9.419727879	9.10049449	8.957317717	9.148041342	9.700708156	9.147475043	8.841088495
GBAA1977_at	12.2791264	12.08124258	12.2667395	12.31929739	12.27471575	12.20641954	12.17939998	12.31030868	12.05761093	11.96571481	11.79723154	11.89592722	12.03982601	12.16695007	11.98000704	12.09455385	11.70153241	11.89428521	11.76821951	11.94137672	11.7932855	11.97920338	11.62272523	11.61957288
GBAA1978_at	12.16147509	11.95947163	12.17991679	12.18272282	12.15054853	12.0281515	12.10740074	12.21565198	11.89197698	11.85936331	11.71381655	11.81182975	11.91106402	12.10261336	11.90862215	11.97124017	11.37577904	11.56451535	11.55881203	11.65299733	11.59262566	11.73875069	11.42134641	11.43810432
GBAA1979_at	10.31206421	10.23129596	10.01790234	10.0692287	10.08003323	10.04943987	9.947435376	9.808134891	10.17489649	10.09799145	10.0667434	10.08676011	9.85430697	9.828402593	9.595278571	9.620393475	9.866673287	9.818593882	9.985554983	10.34148845	9.255286226	9.631640561	9.329966327	9.546045763
GBAA1980_at	9.944215879	10.0689882	10.25164703	10.11911549	9.909876441	10.0554631	10.17670439	9.870730917	10.01584943	10.08426924	10.32000873	10.49362784	10.01149204	10.24622225	10.40515967	10.19008028	10.21818613	10.18504974	10.26637034	9.837336897	10.362115	10.5909962	10.40349491	10.15461393
GBAA1981_at	14.04140873	14.0856418	14.09382854	14.00441931	13.86666535	13.86353673	13.81996125	13.44459751	14.26009935	14.23961976	14.23752569	14.2763781	13.4413702	13.97429999	13.62774387	13.37436657	14.18167368	14.10898228	14.10381298	14.01106793	13.78862994	13.72683218	12.52709253	12.66070987
GBAA1982_at	14.2129622	14.28145434	14.27033931	14.21697121	14.05245325	14.10097507	13.99365644	13.73803171	14.46731208	14.45953036	14.4170752	14.41101698	13.5943918	14.16728636	13.82438273	13.6774254	14.34096189	14.297516	14.33848922	13.97449496	13.96004527	13.86359163	13.41216768	13.42518167
GBAA1983_at	14.19602184	14.24478038	14.23258816	14.17440819	14.02186805	14.05683027	13.98722526	13.75871062	14.38658483	14.43091642	14.37205087	14.40203306	13.58141619	14.10346172	13.82124338	13.73848061	14.35482579	14.27258809	14.27633642	14.02873999	13.93035947	13.7894301	13.57575193	13.56561746
GBAA1984_at	13.86101991	13.90926084	13.95832754	13.90816527	13.64840635	13.73647377	13.68464182	13.52346847	14.08119358	14.12627538	14.07325216	14.10886551	13.25888154	13.76978029	13.54038434	13.35894581	14.02634258	13.97075205	13.92868587	13.7216744	13.64147654	13.4981675	13.42408371	13.32109956
GBAA1985_at	14.06310481	14.11206528	14.09522156	14.07746136	13.86610753	13.92918816	13.88164325	13.70268916	14.25678466	14.29964937	14.28584391	14.26897126	13.43215761	13.94383751	13.66506477	13.56541641	14.27030329	14.23541206	14.11411411	13.94980268	13.86107267	13.76697312	13.67908012	13.60074955
GBAA1986_at	14.06935125	14.11783672	14.03441263	14.02001918	13.78669323	13.87623037	13.76781716	13.61432369	14.2707721	14.25875204	14.18117573	14.19610237	13.32399403	13.81859633	13.4893652	13.41436368	14.18843238	14.08841314	14.01200515	13.92749754	13.7523903	13.64609575	13.55222459	13.54925058
GBAA1987_at	9.936192033	10.01233463	9.913661211	9.964712513	9.305183293	9.482172289	9.373662081	9.332028215	10.61441029	10.61671061	10.26937838	10.19678891	8.850333698	9.445445875	8.763429817	8.906594018	9.61384909	9.205008481	9.315965297	9.295604889	8.640830072	8.696375261	8.557040952	8.750270077
GBAA1988_at	8.671834774	8.818546944	8.588221743	8.629450041	8.218887076	8.465690821	8.218866696	8.208511477	9.181794268	9.219695301	9.131565297	8.963293279	8.201137781	8.476248971	8.047534782	8.065416131	9.654077142	9.419479371	9.206209964	9.426858311	8.296150021	8.23484362	8.592087907	8.357495117
GBAA1989_at	7.6575613	7.585102273	7.407812199	7.602713272	7.438159923	7.628440395	7.577428464	7.595126289	7.668020692	7.558062782	7.558513194	7.652774296	7.709998753	7.557710667	7.600045559	7.581663281	7.497446541	7.374118452	7.757697417	7.786307326	7.37990792	7.395324006	7.667184396	7.427612997
GBAA1990_at	7.539293302	7.570135497	7.040399445	7.001477521	7.422357004	7.334840071	7.222853827	7.281468271	7.301510009	6.820981266	6.105985346	6.66774837	7.365489202	7.030278294	7.096537416	7.030043477	6.615276244	6.04768965	6.500162866	6.19177971	6.23156848	6.880366922	5.993641302	5.795242565
GBAA1991_at	8.99081394	8.984932469	8.758474667	8.711903764	9.045332613	9.098868177	8.899104932	8.918461227	8.708914293	8.672966557	8.303348327	8.627016132	8.97470301	8.77294988	8.877574489	8.924776338	8.362710304	8.036628755	8.176960403	8.13639966	8.096090426	8.594285923	8.110256616	8.097180253
GBAA1992_at	5.625398659	5.690195291	5.871009072	5.842056612	5.728139174	5.6529277	6.021438642	5.974827721	5.566784891	5.697479739	5.653585401	5.668018989	5.754806456	5.579010864	5.660136225	5.91817209	5.422742194	5.308295514	5.546528098	5.591762883	5.490543298	5.37211506	5.608651189	5.473476876
GBAA1993_at	5.780134946	5.59246744	11.161181	11.19448115	5.774674347	5.822644995	11.56968191	11.36588562	5.702457366	5.87173194	9.698179445	9.792369632	6.003811953	5.830548552	9.673334571	9.947666155	5.788393753	5.887322872	8.753479936	9.414865562	5.889827261	6.159709721	9.461314434	9.131296336
GBAA1993_x_at	5.569888747	5.633442885	10.98743715	10.99690857	5.568598008	5.903574563	11.3643991	11.20418535	5.542433155	5.840836432	9.4538544	9.488714066	5.939915516	5.855415853	9.482121036	9.706478646	5.803645474	5.762823099	8.617951315	9.172756738	5.829919578	5.964180494	9.278196245	8.91868071
GBAA1994_at	10.22531088	10.06978295	9.711345984	9.812173945	10.18638891	10.07580218	9.911016934	10.0263974	9.668991548	9.707155387	9.982579183	9.927018267	10.13786506	9.880479592	9.97212475	10.11175867	9.233985213	9.329482656	9.276063567	9.12721971	9.305207107	9.544245612	8.31753062	8.46886082
GBAA1995_at	10.06552735	9.994224424	9.528850592	9.610959631	10.03946388	9.927185109	9.667196584	9.777853019	9.664178813	9.7592176	9.596077218	9.560802946	9.899662495	9.720110563	9.577343352	9.812770062	8.418842588	7.995284018	8.93680076	8.545283574	7.992417444	7.950762813	7.769961515	8.05263498
GBAA1996_at	10.48586259	10.07519134	10.88413917	11.07504524	10.34286649	10.29699103	10.51473315	11.20514481	10.5534616	10.37252398	10.86952393	11.26789758	10.67263089	10.50083277	10.85027761	11.04147046	11.27645027	10.28853068	10.79439915	11.59698186	10.6459304	10.06661094	11.65810565	11.75353208
GBAA1997_at	11.13381957	10.80453761	11.45647789	11.67000795	11.06079166	11.06870721	11.22649297	11.78182762	11.22585991	11.01475117	11.3663872	11.79768251	11.32518409	11.14496856	11.49522118	11.71910224	11.77978335	10.92651771	11.33954484	11.98180084	11.32979966	10.74554557	12.0342274	12.13912756
GBAA1998_at	11.38509116	11.34265706	11.16810509	11.22978882	11.46039483	11.35505844	11.2451888	11.20064117	11.11123091	11.18986348	11.0196687	11.00713707	11.40757852	11.23427463	11.23851384	11.2723918	11.08033433	10.97159894	11.2982453	10.96681868	10.97324041	10.76679678	11.18883416	11.39328931
GBAA1999_at	9.537251483	9.134305835	8.801078639	8.783770268	9.636239357	9.207695745	8.770873193	9.304753316	8.460491834	8.289868501	8.206800449	8.115137962	8.877379657	8.811353683	8.827954027	9.285254211	7.691008511	7.239396622	7.971374138	9.219615925	7.880630399	7.898445127	9.930737887	10.06121477
GBAA2000_at	11.13256139	11.08120597	11.0183617	11.05355151	11.0422827	11.03041428	11.08110139	11.10295732	11.17093213	10.96283264	10.74550199	11.01488898	11.01197128	11.08270564	11.09447013	11.11651324	10.87421745	10.60575018	10.55525027	10.53817799	10.93673454	11.33135789	10.9744147	10.97395765
GBAA2001_at	8.423584232	8.602556581	8.400961509	8.353320154	8.483169661	8.664284002	8.429855041	8.329503084	8.793370817	9.031581174	9.120532704	8.977862876	8.525468663	8.759551402	8.540506622	8.385000543	9.756442434	9.641613168	9.550550544	9.366138379	9.015916827	8.858742779	9.053166356	9.120407646
GBAA2002_at	8.895292006	8.799739967	8.508091698	8.482623793	8.795157493	8.761776877	8.573596093	8.506297848	8.629781246	8.301804616	8.027552525	8.075970963	8.59744577	8.457736737	8.319431307	8.384379919	8.322411697	7.892680471	7.849640166	7.788401136	8.392824706	8.37897004	7.382053927	7.406367501
GBAA2003_at	7.11774909	7.052636554	7.178595425	7.13159104	7.404338449	7.182722392	7.07064498	7.108371145	6.584788985	6.556189455	6.479428697	6.542943227	6.991058296	6.942820399	6.929183638	6.88903437	6.518285402	5.926266413	6.546566493	6.224637021	6.409007727	5.868753302	7.346845639	7.273413756
GBAA2004_at	6.351641302	6.291149724	6.19958379	6.422645318	6.358330195	6.271409844	6.380669321	6.33035402	6.118429882	6.08751596	6.188580371	6.121552621	6.227033183	6.167222609	6.235297408	6.24193047	6.105395726	6.169087283	5.961359553	5.94646565	6.141266315	5.763192048	6.799499729	6.511585575
GBAA2005_at	11.30613107	11.3775779	11.17777862	11.25134267	11.33557925	11.19366972	11.25590598	11.25493589	12.28100967	12.13459412	11.56124663	11.48128505	11.30617268	11.27848524	11.34645705	11.5211651	12.19654286	11.62697007	12.38441322	12.89104171	11.48698148	11.08177882	12.47565812	12.82131995
GBAA2006_at	11.33219178	11.1974745	11.13319207	11.12629253	11.21036439	11.18217506	11.20281639	11.30834929	11.4776184	11.39776187	11.46567745	11.48368452	11.33581202	11.27708205	11.35016233	11.39199545	11.90116289	11.71721618	12.00301338	12.37744818	11.74594048	11.79005817	12.10555739	12.18404729
GBAA2007_at	9.442297256	9.510688858	9.674691675	9.59396781	9.535807805	9.611077355	9.70122496	9.683079958	9.37154	9.381890429	9.696328159	9.776032999	9.828086513	9.69969683	10.00575628	9.880122638	9.734476241	9.95232452	9.397621584	9.384667851	10.23169861	10.28020314	10.75544272	10.57308841
GBAA2008_at	12.20139494	12.12034698	12.45776924	12.50425641	12.05591523	12.21107129	12.37508927	12.58929334	12.07924564	12.08124564	12.34165317	12.58716319	12.40852318	12.26961998	12.5031104	12.50649554	12.41315307	12.11658278	11.98653145	12.27390459	12.43806529	12.62366513	12.67035485	12.80939396
GBAA2009_at	9.700777117	9.668171832	10.1430042	10.19210498	10.15902323	9.999036127	9.90958023	9.926073337	9.376115124	9.03680674	9.159032878	9.68248215	9.352845523	9.462960615	9.434615169	9.468699343	8.716606022	8.617990211	9.454109882	9.27761366	8.80120375	9.18552529	9.301912744	9.462828844
GBAA2010_at	8.677548778	8.397587329	8.75452388	8.669051819	8.470711313	8.436585904	8.717022272	8.947743745	9.018740079	9.11371829	9.381814487	9.358073101	8.873392679	8.923488224	9.079933653	9.026075265	9.411191614	9.502344918	9.529711156	9.711375187	9.440236778	9.44923737	9.576595508	9.66292216
GBAA2011_at	10.76644735	10.69871643	10.7001536	10.49250405	10.91740486	10.80196964	10.76800479	10.63053308	10.4452895	10.47299357	10.49253232	10.58092522	10.71285256	10.68317933	10.825237	10.77479608	10.63039732	10.42965403	10.92860887	11.09047899	10.39426962	10.4754792	10.30318229	10.21412402
GBAA2012_at	4.959244516	4.999776682	4.851478199	4.896604661	4.982138626	4.925455197	4.790625284	4.87765041	5.137735878	4.988764399	5.164839985	5.157249542	5.041843719	5.01875396	4.915549907	4.925365182	5.083671295	4.992318009	5.259352699	5.160967002	5.076682418	5.092203981	5.15711012	5.177223641
GBAA2013_at	12.17872926	12.36340824	12.1389121	12.24128807	12.31459653	12.30301275	12.32349962	12.06867493	12.30839061	12.24920325	12.0621478	12.35214403	12.32137934	12.18353429	12.34157906	12.11213172	13.32968587	12.90431327	13.01271128	13.18143418	13.23755916	12.93176803	13.28616471	13.40091006
GBAA2014_at	12.31503927	12.23198237	12.36146467	12.33276742	12.28814056	12.22078948	12.34318696	12.43008207	12.42604163	12.37782887	12.51000299	12.69463073	12.33531458	12.30829119	12.4325429	12.42942261	12.84529307	12.36488851	12.91937472	13.20748505	12.17470964	12.01969453	12.96548216	13.06238552
GBAA2015_at	10.23685355	10.33157908	10.70220831	10.84467233	10.22428954	10.39321207	10.53976044	10.8008301	10.27628051	10.27929802	10.64804254	11.1857337	10.45431202	10.33737989	10.58000902	10.63295055	10.88952875	9.989287469	10.47837786	10.37518757	10.13008339	9.609346155	10.33316902	10.18588585
GBAA2016_at	8.475444557	8.437894105	8.721304567	8.619797992	8.547031094	8.497309694	8.953849415	8.477391614	8.244433414	8.417182746	8.83187572	8.694612352	8.133584403	8.263068463	8.410425193	8.234375114	9.09578057	9.086972021	9.530553473	9.356432209	8.288082066	8.530170377	7.934605409	8.205321563
GBAA2017_at	4.55807974	4.812853355	4.593184522	4.604385545	4.646391796	4.635454502	4.663069526	4.60623948	5.007463683	4.856354557	4.529132724	4.439292893	4.689308268	4.680697106	4.541753341	4.659238357	4.888989542	4.700348004	4.780053368	5.207478529	4.636305948	4.475457818	4.715777636	4.932677716
GBAA2018_at	6.562738325	6.458974343	6.484019708	6.534772701	6.707886114	6.489428646	6.42017834	6.551634233	6.382908021	6.693515478	6.555752276	6.735449829	6.555323201	6.368020438	6.470483153	6.660708028	6.763827848	6.559626552	6.687585713	6.526255422	6.398655188	6.26352315	6.418928026	6.483036272
GBAA2019_at	12.47798958	12.41668189	12.5761874	12.56201655	12.42434569	12.47115836	12.48303961	12.52138147	12.43375896	12.43343533	12.39586624	12.59994196	12.43808867	12.34433625	12.48079822	12.57034893	11.90572329	11.3963716	12.14700494	11.79549765	11.6183276	11.31609358	11.69707381	11.70962134
GBAA2020_at	10.0736549	10.38248334	9.980492247	9.898956065	10.00143001	10.33308549	10.14699882	9.584666156	9.849771774	10.21111801	9.993711863	9.885053564	9.864660915	10.04230302	9.710163656	9.510959677	10.70542053	10.7004258	10.83102271	10.32146633	10.04086943	9.933679942	10.26362388	10.09001913
GBAA2021_at	10.61281876	10.44062341	10.18892925	10.33979081	10.50356389	10.48692026	10.27028345	10.28596902	10.16623874	10.20661682	10.22818098	10.17634469	10.33888683	10.21831872	10.15515948	10.33395204	10.05128446	9.656439904	10.07903795	10.25161859	9.828286021	9.640972164	10.06794152	10.22146121
GBAA2022_at	8.139314174	8.02954386	7.791037783	7.893187222	8.171297759	8.121505561	7.945267032	7.847919599	7.56109583	7.57296522	7.539659117	7.916330728	7.913132381	7.352868165	7.513113174	7.80609277	7.053445058	6.517444947	7.192677033	7.09708981	6.432281788	6.342811181	6.567225415	6.566535872
GBAA2023_at	4.41050771	4.475540986	4.403308541	4.375196563	4.510748654	4.427851948	4.352944397	4.422961424	4.34943149	4.404844964	4.401025388	4.337639353	4.405839646	4.33091993	4.396389961	4.461817041	4.452949531	4.457829449	4.435216446	4.460996078	4.388125109	4.39016349	4.46746159	4.432317162
GBAA2024_at	4.549513057	4.654861304	5.099693816	5.198915901	4.564251818	4.691148074	5.24447534	5.195807026	4.590638094	4.727590476	4.801206613	4.808635126	4.625763825	4.568479927	4.854311427	4.87916512	4.771078103	4.767259478	4.745165419	4.805773897	4.640215495	4.5285088	4.859896424	5.065201724
GBAA2025_at	5.135944222	5.024770435	5.277639033	5.578136371	5.289770958	5.316167928	5.090049284	5.235809826	5.19072085	5.342770919	5.139291328	5.304088349	4.920692156	4.987714813	4.968803597	4.964034878	5.331295889	4.939075622	5.287697722	5.815770175	4.860079052	4.614360817	5.519938542	5.423879394
