Hybridization REF_at	Iron01	Iron02	Iron03	Iron04	Iron05	Iron06	Iron07	Iron08	Iron09	Iron10	Iron11	Iron12	Iron13	Iron14	Iron15	Iron16	Iron17	Iron18	Iron19	Iron20	Iron21	Iron22	Iron23	Iron24
Composite Element REF_at	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2
GBAA_pXO1_0001_at	6.559183937	6.724698711	6.915321715	6.88478635	6.852938663	6.665580221	6.881913646	6.710912017	7.109734308	6.758777498	6.920914866	6.988011292	6.917261291	6.950367298	7.041281712	7.039408973	8.101916749	8.022850424	7.94111477	8.352814092	7.947167666	7.685725088	8.442319039	8.246121141
GBAA_pXO1_0002_at	4.454024694	4.538936249	4.651047493	4.636423309	4.50101499	4.577617717	4.476227219	4.616597631	4.403852626	4.367404631	4.380521582	4.490409411	4.44688172	4.50441624	4.486732781	4.447408653	4.329727806	4.232073653	4.266718919	4.262813683	4.328504707	4.433226896	4.677909401	4.440735461
GBAA_pXO1_0003_at	5.852245934	5.833561626	6.025351434	6.016655517	6.141131052	6.127559203	5.976980841	5.899482293	5.797139493	5.952237576	5.823093426	5.812251547	5.851214196	5.80656833	5.88317438	5.971446888	5.652524283	5.853190585	5.924389425	5.762442084	5.845904184	5.985157022	5.893469081	5.879490715
GBAA_pXO1_0004_at	5.884840949	5.814539295	5.974326008	6.172274034	6.137888415	6.13324594	6.030823694	5.93931759	5.844263704	5.805063396	5.866067922	5.802839232	5.884328786	5.848326186	5.974442796	5.843139231	5.542861811	5.643447358	5.584539291	5.546993197	5.742654188	5.806982326	5.656256693	5.508102139
GBAA_pXO1_0005_at	11.99849962	11.92364044	12.00686845	12.01049793	11.90677446	11.97372186	11.95899582	12.20107614	12.40970193	12.32590345	12.46454152	12.52922818	12.34614565	12.47178145	12.46037989	12.4778875	12.6799572	12.51044689	12.50449189	12.88589029	12.50005246	12.55466906	12.85529591	13.01660439
GBAA_pXO1_0006_at	11.00398117	10.89700562	11.01260768	11.03441311	10.92191923	11.02576524	10.99721764	11.29695829	11.44673024	11.26560089	11.33223937	11.45682855	11.34764572	11.45847974	11.45676743	11.50851896	11.46321557	11.34002022	11.29698229	11.77887859	11.41496209	11.50268137	11.73477027	11.84902675
GBAA_pXO1_0007_at	6.653927222	6.398851701	7.32944283	7.240012766	7.125437528	7.068123972	7.030643097	7.044167533	6.567488467	5.804861852	5.970013272	6.356681536	6.274026315	6.603448493	6.408031685	6.58387273	6.053176943	6.199185929	6.337047832	6.329811485	6.140207168	6.464201366	7.075096596	6.888128788
GBAA_pXO1_0008_at	7.49535598	7.160881256	8.196912916	8.156165622	8.134656287	7.933214748	7.649270786	7.956386239	7.258874077	6.604308468	6.546433889	6.951517485	7.061494236	7.451510953	7.254547216	7.223008667	6.473613307	6.451526751	6.734841279	6.449832005	6.748605746	6.990271367	7.165321599	6.98062459
GBAA_pXO1_0009_at	7.994070549	8.125852855	7.844651172	7.79909594	8.108866907	8.126406877	7.891449272	7.780947379	8.139977697	8.191777518	8.101637794	7.951267135	8.240838599	8.197835708	8.020774839	8.090812107	7.884422327	8.192338395	7.890721367	7.461534765	8.203553411	8.64413166	7.871055778	7.673143869
GBAA_pXO1_0010_at	7.570935045	7.587304676	7.446963373	7.346143496	7.622463237	7.697138918	7.570692566	7.414563039	7.653085932	7.940852757	7.749094465	7.630334415	7.865340684	7.823808862	7.733539022	7.612749348	7.58935415	8.085232779	7.531230564	7.000326009	8.055494152	8.339212179	7.603361371	7.210301309
GBAA_pXO1_0011_at	7.294504707	7.309753443	7.215477644	7.113582508	7.356701638	7.571104034	7.324736661	7.056893258	7.461735418	7.618848633	7.609221409	7.498509331	7.620077942	7.591387665	7.375831929	7.428346397	7.428058307	8.011681815	7.286424526	6.816170853	7.763139415	8.197270865	7.083531281	6.745226417
GBAA_pXO1_0012_at	6.749296811	6.88211228	6.703518909	6.62639914	6.934609939	6.922695219	6.764194403	6.660118596	6.927330061	7.217464066	7.100082733	7.018068358	7.064341748	6.999644269	6.968374016	6.9050127	6.972997056	7.309198952	6.912548586	6.673891318	7.169240224	7.338337131	6.80665288	6.798078328
GBAA_pXO1_0013_at	6.034133507	6.121768743	5.921861942	5.769859265	6.190302307	6.03518314	6.035929504	5.786990778	6.13228128	6.397194365	6.291441913	6.028367716	6.219182375	6.033218225	6.132871119	6.07727598	6.212956249	6.448502543	6.313275471	6.07386077	6.473932091	6.336455239	6.195237199	6.112051433
GBAA_pXO1_0014_at	4.984594245	5.080011643	4.881436906	4.93647884	5.07230385	4.964533816	4.983631934	5.058406729	4.951101276	4.987727369	5.020943121	5.064892569	5.263095882	5.106562606	5.040662334	4.988149479	5.0574631	5.058093233	5.018831187	5.154583123	5.342457605	5.310732551	5.213425378	5.097181119
GBAA_pXO1_0015_at	5.006242668	5.159950495	5.083671004	5.005090012	5.207798828	5.114800261	5.120535306	5.157855284	5.190338725	5.308196951	5.357260594	5.30071909	5.341611019	5.185371874	5.302418081	5.279387885	5.229692381	5.435608908	5.401640497	5.22669704	5.474454047	5.35881183	5.350806273	5.380853442
GBAA_pXO1_0016_at	6.886593856	6.916104172	7.306490017	7.299872456	7.363884693	7.399447629	7.199178126	6.840033738	6.619472434	6.427999863	6.160796923	6.414424634	6.608031414	6.715656892	6.681790108	6.469756844	6.693659216	6.747864308	6.752355508	7.668410695	7.02348699	7.374833628	8.305327677	8.091298849
GBAA_pXO1_0017_at	6.82967148	6.866962773	7.52909944	7.429425849	7.442407274	7.52102065	7.331155146	7.044174891	6.441845047	6.202180215	6.024581041	6.344924105	6.483382603	6.616367084	6.552503346	6.270653363	6.722370283	6.801735177	6.763761496	7.842722946	7.054800358	7.497335926	8.479562306	8.212373149
GBAA_pXO1_0018_at	11.86791019	11.97856519	11.74788219	11.59417647	12.02457609	12.02545053	11.92210559	11.63291374	11.45038839	11.46929218	11.39335754	11.48572348	11.96071261	11.97944345	12.02596237	11.77214497	11.34391597	12.09131877	10.91729235	10.40484006	12.47142833	12.97896632	10.61486045	10.41299105
GBAA_pXO1_0019_at	10.49595368	10.40320123	10.72813268	10.74212027	10.74757112	10.66194044	10.82969396	10.88387854	10.43205884	10.27336175	10.54265899	10.68409431	10.36075927	10.61282162	10.66282489	10.70966259	10.37034784	10.21600666	10.9478791	11.04401422	10.25565082	10.49779239	11.23227297	11.15787015
GBAA_pXO1_0020_at	11.14106434	11.17735356	11.07529047	11.03960183	11.12373548	11.10869938	11.04383016	11.11667435	11.24623897	11.3497075	11.27023674	11.24012659	11.35347033	11.32693741	11.16192394	11.20179072	11.3817915	11.56716226	11.4563784	11.61519252	11.39902441	11.48387493	11.20956638	11.41907146
GBAA_pXO1_0021_at	5.651949405	5.699715311	5.629687746	5.792818318	5.737889345	5.754994771	5.83000082	5.805392086	5.572375154	5.924365165	6.089366803	6.027236217	5.873642455	5.845267311	5.949295733	5.88868361	5.998966404	5.958879472	6.366484873	5.982034753	5.974442894	5.992635819	6.052778594	5.89728895
GBAA_pXO1_0022_at	8.88323741	8.90339439	9.124391326	9.06713978	8.938554241	9.003725479	9.069026666	9.167784153	9.504764909	9.264503885	9.305310098	9.494253796	9.458870951	9.454519678	9.55850017	9.574400175	9.819942106	9.60298505	9.714759195	9.906067705	9.70314327	9.842234085	9.880397975	9.85335144
GBAA_pXO1_0023_at	9.536982409	9.74191386	9.529303296	9.534853014	9.533725796	9.77444929	9.622336405	9.258764399	9.604882639	9.686450256	9.208461441	9.213402316	9.743998365	9.675720441	9.334048239	9.227242891	10.34752152	10.37594889	9.39018756	9.024629636	10.21794597	10.13612035	9.84069594	9.571151491
GBAA_pXO1_0024_at	3.97311415	3.999786413	4.046865959	4.023165608	3.989946524	3.97413453	4.058566772	4.034771408	3.970671168	3.974349375	3.998184006	4.06215828	4.00093058	4.015695122	4.036204843	4.034463059	4.090401308	4.091497442	4.012558513	4.057559051	4.015623942	4.059630799	4.075062199	4.196384451
GBAA_pXO1_0025_at	5.6971795	5.538854267	5.525311508	5.46668847	5.551179583	5.676251218	5.302666664	5.657932376	6.003725706	5.797775983	5.644699083	5.868380534	5.832829232	5.976531687	5.70898384	5.620605143	6.205297599	5.864988341	5.81370498	6.440077882	5.894062109	6.281587949	6.505150409	6.358065196
GBAA_pXO1_0026_at	10.63908852	10.54981595	10.32365807	10.34266714	10.62810104	10.49736684	10.32725412	10.37020411	10.48044619	10.49247793	10.34237021	10.22810424	10.72975105	10.60897986	10.55496833	10.54868077	10.57353822	10.40581214	10.41828827	10.51224981	10.63467877	10.60650736	10.74781252	10.81298169
GBAA_pXO1_0027_at	8.758134983	8.745350164	8.886888225	8.865877277	9.064363274	8.777662105	8.803682225	8.705348778	8.732730793	8.663462215	8.582194214	8.653962799	8.814300002	8.793639367	8.793069132	8.815214737	8.726788895	8.798463921	8.681583608	8.683168287	8.934446249	9.472617695	8.58803692	8.49599602
GBAA_pXO1_0028_at	7.582132344	7.494883562	7.535517934	7.572560938	7.732139095	7.575036791	7.55484701	7.454529657	7.64661842	7.529366959	7.478881977	7.622383386	7.645198913	7.712361768	7.544430757	7.556587366	7.643763117	7.602187437	7.500678125	7.865265738	7.922210916	8.515823017	7.675207969	7.521926916
GBAA_pXO1_0029_at	9.195528974	9.052529118	9.235875201	9.257223669	9.271517839	9.201476842	9.041961025	9.230123209	9.271063102	9.057171062	9.071484979	9.180599364	9.235969805	9.301064678	9.183718715	9.068753911	10.00079214	9.974927861	9.885290405	9.916918644	10.15575737	10.43391296	10.62671802	10.68671989
GBAA_pXO1_0030_at	8.145674279	8.048231766	7.932790155	7.909055881	8.104075476	7.813044677	8.418191477	8.171659868	8.065924251	8.423395944	8.505314811	8.466122151	8.277808055	8.16257274	8.633268628	8.478904758	8.176071992	8.158055394	8.843986638	8.974143985	7.92903964	8.754638198	9.089497542	9.238882923
GBAA_pXO1_0031_at	8.151055125	8.159439136	8.121352902	7.998368254	8.290289557	8.306118311	8.235370925	8.184216535	8.571664211	8.600211271	8.764849164	8.707160928	8.483011301	8.514893927	8.656106495	8.457873416	8.708248766	8.848902287	8.9713983	8.85640744	8.752495231	8.871088769	8.645103305	8.44079773
GBAA_pXO1_0032_at	8.369768663	8.403674986	8.315543846	8.221199078	8.541915223	8.52462451	8.435002316	8.412007213	8.831944838	8.933280668	8.975692419	8.830744686	8.867637303	8.745847394	8.839663698	8.782316439	8.925363258	9.081587591	9.019225114	9.011383288	9.043494789	9.221290157	9.055994193	8.803283852
GBAA_pXO1_0033_at	4.784651115	4.776612238	4.754037449	4.742989049	4.762100902	4.831505975	4.724519296	4.74146798	4.96685243	4.88612817	4.808472702	4.781298928	4.94213466	4.813404639	4.818817854	4.82553338	5.220247373	5.038974314	4.894141892	4.911657309	4.959401014	4.907878747	5.185998072	4.910098322
GBAA_pXO1_0034_at	12.82686181	12.76461056	12.67199674	12.69230318	12.80516693	12.73139392	12.73270917	12.74177616	12.87609007	12.9148537	12.78884154	12.67843968	12.94321769	12.89508124	12.80292166	12.84980064	12.79240162	12.88610115	12.70314831	12.57568839	13.01077696	12.99217675	12.73008288	12.71269932
GBAA_pXO1_0035_at	13.43293781	13.39117012	13.3435326	13.38646415	13.3993225	13.38421274	13.37889896	13.40888953	13.52833119	13.5535112	13.43732801	13.37514887	13.60237115	13.55817173	13.49253082	13.48904793	13.45084821	13.54768159	13.44152308	13.27265745	13.68167356	13.70852238	13.28381989	13.30104799
GBAA_pXO1_0036_at	13.0413797	13.02088546	13.0564022	13.04841715	13.05595431	13.03396477	13.03767081	13.09703097	13.15157786	13.2728217	13.17279178	13.13944413	13.23506353	13.17018738	13.14496638	13.16861558	13.10502869	13.24862534	13.08149189	13.0824859	13.32513519	13.39257214	13.04241053	12.96941403
GBAA_pXO1_0037_at	13.42442564	13.38918414	13.39922235	13.40539662	13.41794095	13.41045238	13.41761605	13.44557033	13.51388874	13.55054923	13.46348469	13.45541054	13.61611843	13.54768701	13.50586186	13.52831564	13.47013791	13.55604746	13.40380012	13.41378095	13.64010903	13.70020745	13.46193729	13.38612225
GBAA_pXO1_0038_at	4.583161919	4.695028439	4.731077988	4.660896407	4.680394053	4.719119572	4.711953171	4.716220102	4.645870882	4.652580774	4.683735179	4.565192257	4.807333656	4.688562909	4.598158365	4.659731851	4.890573537	4.718092223	4.736625936	4.76100931	4.706672628	4.974287344	4.65695696	4.610410454
GBAA_pXO1_0039_at	5.013166462	5.030118326	4.88689368	5.055224682	5.141252004	5.11684088	4.881591826	4.881336472	5.019904302	5.079213872	4.997585543	5.029128638	5.097286749	5.117738314	4.941112319	4.898961304	5.484947749	5.458042769	5.078987199	4.992930703	5.240820733	5.481465051	4.845071825	4.8225145
GBAA_pXO1_0040_at	10.78014984	10.71223436	10.67297492	10.46406315	10.77460553	10.68270085	10.75423153	10.60288899	10.32722476	10.32661835	9.97251541	10.09311345	10.7268216	10.59884996	10.49252208	10.42098357	10.14275767	10.00947126	9.440074048	9.687061669	10.68953412	11.0908035	9.606971164	9.576230452
GBAA_pXO1_0041_at	4.566445931	4.593812523	4.580505465	4.603852849	4.562400089	4.528328027	4.742602046	4.704494157	4.637169102	4.768782753	4.736605028	4.659788768	4.587311875	4.75929721	4.69329817	4.604996098	4.836947217	4.725271696	4.875888765	4.871336416	4.631830838	4.803200353	4.565708488	4.885220885
GBAA_pXO1_0042_at	12.43242421	12.37644245	12.27984916	12.29901692	12.45846986	12.40115966	12.25458644	12.3304199	12.35827062	12.35985484	12.22363013	12.30645648	12.5026934	12.45083324	12.48942825	12.56247266	12.37798338	12.2345786	12.30550669	12.28659411	12.40417376	12.35273798	12.22373924	12.10857277
GBAA_pXO1_0043_at	10.85270777	10.79688721	10.6824457	10.54183144	10.80203235	10.69369212	10.66459495	10.71408658	10.8748845	10.79841561	10.84789363	10.73281743	10.92963645	10.87670865	10.87102717	10.84138797	10.82189621	10.93341114	10.6318431	10.73214208	10.91204266	10.99961153	10.44963832	10.50773072
GBAA_pXO1_0044_at	11.42615766	11.39492153	11.33128065	11.21381081	11.48523566	11.40262167	11.31335468	11.36925039	11.36464867	11.50471181	11.4838108	11.38699326	11.5656852	11.50602625	11.55014692	11.52970264	11.35706437	11.5008348	11.27306065	11.28993081	11.50840202	11.57285925	11.03887603	10.98574826
GBAA_pXO1_0045_at	8.981231715	8.864081456	8.590288131	8.715744727	8.993431352	8.742675597	8.727651881	8.728758597	8.951695919	8.955448711	8.926562171	8.903466515	9.071549158	8.854261482	8.991601567	9.001644751	8.919924117	8.864172731	9.183331448	9.294499718	9.062716014	9.337534625	9.096144459	9.022546011
GBAA_pXO1_0046_at	7.667505559	7.575198627	7.696462869	7.701878175	7.902627413	7.76290458	7.598720047	7.677131764	7.806330241	7.692946816	7.675768908	7.671655195	7.77439147	7.800619599	7.635947601	7.677132417	7.598072166	7.718267163	7.617579331	7.517907531	7.843803142	8.14945452	7.558964382	7.310460041
GBAA_pXO1_0047_at	10.34188312	10.37645821	10.59863647	10.74236814	10.31441645	10.36998072	10.44348764	10.48917693	10.27471281	10.12355712	10.08778897	10.21165266	10.57330218	10.4564982	10.22480727	10.22587061	9.672620975	9.769129854	10.09925318	9.378987327	10.17293815	10.28837332	10.03727191	9.638733033
GBAA_pXO1_0048_at	9.937407464	9.922277538	10.14835746	10.16108495	9.966545163	9.93964069	10.01599422	9.999824672	9.766476683	9.662410108	9.559624206	9.768897764	10.1252647	9.992553376	9.748422197	9.750028375	9.32273779	9.469935351	9.52431261	8.724213886	9.816521468	9.885525538	9.133509744	8.790712651
GBAA_pXO1_0049_at	6.133208738	6.133143376	5.931044881	5.944773557	6.042149356	6.046716617	5.982193241	5.914225921	6.063513371	5.933342881	6.008180487	5.902742167	6.226701127	6.031851604	5.913599307	5.872601771	5.762311763	5.82912046	5.781886736	5.822111691	5.879470315	5.960856219	5.859367245	5.611331967
GBAA_pXO1_0049_s_at	10.13453285	10.27703627	10.05328407	9.95515886	10.22317314	10.19112063	10.14846466	10.00084559	9.984174855	10.12179898	10.09697168	9.971726964	10.39716409	10.30710791	10.40843548	10.31560589	10.2707748	10.30174328	10.03736182	10.39172351	10.35872249	10.54641439	9.724727357	9.928198204
GBAA_pXO1_0050_at	13.45510464	13.33076483	13.50202189	13.46324506	13.36637683	13.36161689	13.43437491	13.53858957	13.48895102	13.41468862	13.33108771	13.40216033	13.52932591	13.45440723	13.48842399	13.56747205	13.31980552	12.74899412	13.19061399	13.48007799	13.16246356	13.22040784	13.63856803	13.69437816
GBAA_pXO1_0051_at	9.862090073	9.84963104	9.925576052	9.871323547	9.995453805	10.05137005	9.869990048	9.899804455	9.998216647	9.787463851	9.687640028	9.968088843	9.981194483	9.965648978	9.86384195	9.801234438	9.870362032	9.877889229	9.665073845	9.564649408	10.23587682	10.45582012	9.153190076	9.002714438
GBAA_pXO1_0052_at	10.69354288	10.63822335	10.70159623	10.70638715	10.81375615	10.78761638	10.70142942	10.71194774	10.77426002	10.60105274	10.59161019	10.92295698	10.76768016	10.7653347	10.68930655	10.60393778	10.7812632	10.87237292	10.65185636	10.51193056	11.14477111	11.35161579	10.29074809	10.21091128
GBAA_pXO1_0053_at	4.886814657	4.794746005	4.830544327	4.862648526	4.797187514	4.88333169	4.815831621	4.839570598	4.901024316	4.831307677	4.960969199	5.144907153	4.871693373	4.897977262	4.862441934	4.761280478	4.950887542	4.878161983	4.892069408	4.891383644	5.07463369	5.195282082	4.79760425	4.663340766
GBAA_pXO1_0054_at	10.44116688	10.38963925	10.58350675	10.64628896	10.54289785	10.52675337	10.60532373	10.72430165	10.58572965	10.5458303	10.77179822	11.09612614	10.71825254	10.5771845	10.87399172	10.88683325	10.69735562	9.932388582	10.46029899	10.38788872	10.25759039	9.740920271	10.16752413	10.18167587
GBAA_pXO1_0055_at	7.166555778	7.198198675	7.137375387	7.176622873	7.322201115	7.272536672	7.064427316	7.156223815	7.306105013	7.267147231	7.251398655	7.340996038	7.482448918	7.299810194	7.48150618	7.323935183	7.497101168	7.236911683	7.042830772	6.912524363	7.483797994	7.424155078	7.313043933	7.359198343
GBAA_pXO1_0056_at	8.814517695	8.841045327	8.587634609	8.448490358	8.7098188	8.78456734	8.702371782	8.556675609	8.623624056	8.726172548	8.75662997	8.744499962	9.033950838	9.026822421	9.087741743	8.895348607	9.047882967	9.156244526	8.729812505	9.283184659	9.136459064	9.274064099	8.742321693	8.696737483
GBAA_pXO1_0057_at	12.39420907	12.29987406	12.15025665	12.06937503	12.47021557	12.17648188	12.09391206	12.25618466	12.23118157	12.21462134	12.03915636	12.14725908	12.36102061	12.22592476	12.30445628	12.27043076	12.18242978	11.69011954	12.02462495	11.96830693	12.11365783	12.07036043	11.49292156	11.73795778
GBAA_pXO1_0058_at	6.1863776	6.184919879	6.117599758	6.080022879	6.074715796	5.963823549	6.012290331	6.155686426	6.590952787	6.226202221	5.84404555	5.939519718	6.362419445	6.252657285	6.086342255	6.100832561	6.531804566	6.438151947	6.252174745	6.243008628	6.243944795	6.490552212	5.812186408	5.852746233
GBAA_pXO1_0059_at	8.549520984	8.623412389	8.509199031	8.50162507	8.721808499	8.719830298	8.736243759	8.429665106	8.757581161	8.811262132	8.660955574	8.710532016	8.890346263	8.833817172	8.750714026	8.628847183	8.828557621	9.359982926	8.765997398	8.948013137	9.286991938	9.635638219	8.74609784	8.548542308
GBAA_pXO1_0060_at	9.850492517	9.851876593	9.71718302	9.683225955	9.892980705	9.757832702	9.696892959	9.695116193	9.700009141	9.64506292	9.412584292	9.461239456	9.910810033	9.847756389	9.619072381	9.584971316	9.674173166	9.827656708	9.277548507	9.291473077	9.929396066	10.16234605	9.41887712	9.211790435
GBAA_pXO1_0061_at	10.94785651	10.88390021	10.83933918	10.84156523	10.95026733	10.9259683	10.82704298	10.75517041	10.70078223	10.72241188	10.57211407	10.60666951	11.05311948	10.88669858	10.70533444	10.69891429	10.7207705	10.79165143	10.11542555	10.29336973	10.95193757	11.11921132	10.42758917	10.19707019
GBAA_pXO1_0062_at	12.45107369	12.38882336	12.2193918	12.27433346	12.41906273	12.37640499	12.22578722	12.20342908	12.28412085	12.23337813	11.82361606	11.97207807	12.43568836	12.35755861	12.29838775	12.30940882	12.19213868	11.73166798	12.00910839	12.20401735	12.07156825	12.17529589	12.17869568	12.3156994
GBAA_pXO1_0063_at	6.610452807	6.826410457	6.875808404	6.993110252	6.631813752	6.735955537	6.834072615	7.038187367	7.149105695	7.150699137	7.191604875	7.145541432	7.128393465	7.250343762	7.223530045	7.177042954	7.07748094	7.341434519	7.137291595	7.114066721	7.054611484	7.555169518	6.801586038	6.763791527
GBAA_pXO1_0064_at	8.107234535	8.096451284	8.204383825	8.127892862	8.293517531	8.198973032	8.207136745	8.199334183	8.195415924	8.418533928	8.297237732	8.134647682	8.366298183	8.331911613	8.315724932	8.237464504	8.157939432	8.516622081	8.321930115	8.170416212	8.613291315	8.749940084	7.917482208	7.827230141
GBAA_pXO1_0065_at	6.442473746	6.286454474	6.203471112	6.15344914	6.307784933	6.37101778	6.064894039	6.127406875	6.319317177	6.124161149	5.711261119	5.7712696	6.233652328	6.480565849	6.045535983	5.981470024	6.041636458	6.254791033	6.309891654	6.014274399	6.154452813	6.50097292	5.867186443	5.847846763
GBAA_pXO1_0066_at	10.92180326	10.90688432	11.16672592	11.02967823	11.13685468	10.93232881	11.01474757	10.88336203	11.00796433	10.26261574	10.39323946	10.77285057	10.82900495	10.99491035	10.85041841	10.77464422	10.32349601	10.15912706	10.85550837	10.18258542	10.38233341	10.80224539	9.385214547	9.908870189
GBAA_pXO1_0067_at	12.52551747	12.52156203	12.72672226	12.72568932	12.57844753	12.49624202	12.66237154	12.60763024	12.44230183	12.39829649	12.34918586	12.38664866	12.58539532	12.50798711	12.45854621	12.46837274	12.28476175	12.43824655	12.49340928	12.15383906	12.46052212	12.55010681	12.51526245	12.42072977
GBAA_pXO1_0068_at	12.02569463	12.08610048	12.35241495	12.3301748	12.06165034	12.07410768	12.25980037	12.20574165	12.0150769	12.05826445	11.98464488	12.00704383	12.17509899	12.08836296	12.05609095	12.00727404	11.88815815	12.08300019	11.99315359	11.76574623	12.16855717	12.30987919	12.19731746	12.07048736
GBAA_pXO1_0069_at	13.19711907	13.08570487	13.03288128	13.09011873	13.21483515	13.05396905	12.93653163	13.06966235	13.10861786	12.98516194	12.81649131	12.99291864	13.20596843	13.0315716	12.96640124	13.07595817	13.27793902	13.48791427	12.70351081	12.50118523	13.66412707	13.73015052	12.43969651	12.42210634
GBAA_pXO1_0070_at	7.860074386	7.705396066	7.7329636	7.788637523	7.868366142	7.787297942	7.760418253	7.846327997	7.741421856	7.339690217	7.219008522	7.599104918	7.387283887	7.423082543	7.33045826	7.512359759	7.957222259	7.568610473	7.910626916	8.46597793	7.391642224	7.827496206	8.031530975	8.035811403
GBAA_pXO1_0071_at	4.569794981	4.527706724	4.984516526	4.893233751	4.627188912	4.63532675	4.993865709	4.847249397	4.46704757	4.528397932	4.605608464	4.674455566	4.422695114	4.447609079	4.577908076	4.608295962	4.501764991	4.341467377	4.574485768	4.65060214	4.381698966	4.637408938	4.479554126	4.536394563
GBAA_pXO1_0072_at	11.36283705	11.39653668	11.17222881	11.15696501	11.57955149	11.38514853	11.15632712	10.81573069	11.3591527	11.04897611	10.23151419	10.83716037	10.88770171	10.49515964	10.82828494	11.20474536	10.06324848	9.819933112	10.33420967	10.6411459	9.254533684	9.201970551	10.07559286	10.50037157
GBAA_pXO1_0073_at	8.487117502	8.495533241	9.162122391	9.280619357	9.048854207	9.05351953	9.171126287	8.99139801	7.64197065	7.176145438	7.185055145	8.042897011	8.002752949	8.354046005	8.264986004	8.07638188	7.85867768	7.974086248	7.624011001	8.021064838	8.715158521	9.76118235	7.743610803	7.893816797
GBAA_pXO1_0074_at	4.893399298	4.875271927	5.022988006	4.950930119	4.973829058	5.114900108	4.979805207	4.903148888	4.717379548	4.690980397	4.740375406	4.786888362	4.917318657	4.853466783	4.802479244	4.716771325	4.830639413	4.777698874	4.769749966	4.738930619	5.056640988	5.667858216	4.914740013	4.905714053
GBAA_pXO1_0075_at	6.777445052	6.785158419	6.573665686	6.55895427	6.734266417	6.792263358	6.56854852	6.40891893	6.493859274	6.543203106	6.242367849	6.227143458	6.813414864	6.797526344	6.39171095	6.408219559	6.093936534	6.450263884	5.709526207	5.987952408	6.528193633	6.871118817	5.301035508	5.354081325
GBAA_pXO1_0076_at	6.724039557	6.792035171	6.575958787	6.576064874	6.947286521	6.875069757	6.532399125	6.421969386	6.634477169	6.706978808	6.459804536	6.458253	6.813641293	6.881718733	6.634454596	6.559445477	6.210085334	6.8971696	6.322531892	5.77558446	6.911897283	7.190773512	5.85414765	5.827588739
GBAA_pXO1_0077_at	7.499836927	7.477458974	7.256823523	7.191156059	7.534363241	7.601687358	7.353412844	7.213376451	7.374281553	7.48011398	7.138661732	7.139159126	7.56645381	7.546963377	7.295605368	7.282532551	7.282019155	7.58365069	7.180205371	6.534555161	7.510875917	7.792665051	6.87639342	6.865569811
GBAA_pXO1_0078_at	7.459668502	7.459875602	7.15665463	7.16283297	7.484980997	7.552884057	7.180202589	7.2335468	7.23781507	7.247020067	6.914812058	6.912369549	7.476004486	7.416173281	7.114972914	7.235464425	7.107484004	7.449443044	7.035794211	6.574920149	7.281281277	7.515260201	6.964271858	6.694853842
GBAA_pXO1_0079_at	11.28212002	11.20514947	11.64767767	11.78739429	11.45128745	11.3178373	11.32305518	11.55640777	11.30750592	10.90798832	10.78391727	11.12406997	11.1622487	11.26661443	10.94409832	11.08851249	10.61641911	10.37532904	10.89827559	11.13778728	10.39498666	10.48698542	10.9138376	11.11164494
GBAA_pXO1_0080_at	9.163971078	9.30448926	9.166438512	9.038937021	9.285178902	9.3863243	9.226785275	9.119586136	9.358610454	9.49620082	9.406567513	9.418677159	9.54176783	9.553003049	9.489496913	9.449224007	9.456786038	9.815640003	9.449328447	9.355319524	10.11477777	10.53178402	9.217034454	9.019108559
GBAA_pXO1_0081_at	4.973626839	4.905158198	4.864474597	4.89288547	5.193901781	4.846929485	4.946577271	4.939604408	4.883559317	5.125755155	5.025485995	4.857528841	4.975170467	4.822132842	4.931107745	4.96265225	4.860288277	4.959634341	5.089758867	5.237723758	4.836364138	4.970349356	5.453232349	5.608195452
GBAA_pXO1_0082_at	13.29367743	13.29724731	13.27892433	13.21419477	13.46550656	13.33506394	13.46773223	13.34064282	13.33848753	13.17916664	13.34784997	13.32080895	13.27047777	13.25107495	13.68097011	13.694632	13.17372076	13.03434884	13.35979297	13.60722826	13.51570065	13.60709832	13.92712374	13.94197635
GBAA_pXO1_0083_at	5.5045698	5.465645643	5.568755952	5.622744793	5.665234052	5.508549	5.578557364	5.546420356	5.299778921	5.427695918	5.444246745	5.370149906	5.440318844	5.37823931	5.447095117	5.487080807	5.414355356	5.597514123	5.524956229	5.77851061	5.602107654	5.638964447	5.805509028	5.555656643
GBAA_pXO1_0084_at	5.997007936	5.896168201	6.117269408	6.286669684	6.351353735	6.243733229	5.936715618	6.135791563	5.93320747	5.760310844	5.866934164	6.040242827	5.934478437	6.057648627	5.996553714	5.900666775	6.120987267	6.23776431	6.076638772	6.107825247	5.994575734	6.382342593	6.408502468	6.108045707
GBAA_pXO1_0085_at	6.412443519	6.37319284	6.555938571	6.566954795	6.54939685	6.659228199	6.462994508	6.420067769	6.353380973	6.299627903	6.265723218	6.450941647	6.418478996	6.319603708	6.251376369	6.31670665	6.373198172	6.471120669	6.322586132	6.388421545	6.396640593	6.649587169	6.759177353	6.426403742
